fipscode,level,officeid,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,raceid,runoff,seatnum,statepostal,votecount,votepct,winner,state_slug,office_slug
,state,G,GOP,63424,20103,69,0.0189,3659,18525,False,,KY,21892,0.517309,False,kentucky,governor
,state,G,Dem,64524,20241,69,0.0189,3659,18525,False,,KY,19707,0.465677,False,kentucky,governor
,state,G,Lib,67927,20628,69,0.0189,3659,18525,False,,KY,720,0.017014,False,kentucky,governor
21001,county,G,Dem,64524,20241,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21001,county,G,GOP,63424,20103,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21001,county,G,Lib,67927,20628,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21003,county,G,Dem,64524,20241,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21003,county,G,GOP,63424,20103,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21003,county,G,Lib,67927,20628,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21005,county,G,Dem,64524,20241,0,0.0,14,18525,False,,KY,0,0.0,False,kentucky,governor
21005,county,G,GOP,63424,20103,0,0.0,14,18525,False,,KY,0,0.0,False,kentucky,governor
21005,county,G,Lib,67927,20628,0,0.0,14,18525,False,,KY,0,0.0,False,kentucky,governor
21007,county,G,Dem,64524,20241,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21007,county,G,GOP,63424,20103,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21007,county,G,Lib,67927,20628,0,0.0,13,18525,False,,KY,0,0.0,False,kentucky,governor
21009,county,G,Dem,64524,20241,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21009,county,G,GOP,63424,20103,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21009,county,G,Lib,67927,20628,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21011,county,G,Dem,64524,20241,3,0.25,12,18525,False,,KY,883,0.552566,False,kentucky,governor
21011,county,G,GOP,63424,20103,3,0.25,12,18525,False,,KY,691,0.432416,False,kentucky,governor
21011,county,G,Lib,67927,20628,3,0.25,12,18525,False,,KY,24,0.015019,False,kentucky,governor
21013,county,G,Dem,64524,20241,0,0.0,30,18525,False,,KY,0,0.0,False,kentucky,governor
21013,county,G,GOP,63424,20103,0,0.0,30,18525,False,,KY,0,0.0,False,kentucky,governor
21013,county,G,Lib,67927,20628,0,0.0,30,18525,False,,KY,0,0.0,False,kentucky,governor
21015,county,G,GOP,63424,20103,16,0.254,63,18525,False,,KY,5550,0.59987,False,kentucky,governor
21015,county,G,Dem,64524,20241,16,0.254,63,18525,False,,KY,3484,0.376567,False,kentucky,governor
21015,county,G,Lib,67927,20628,16,0.254,63,18525,False,,KY,218,0.023562,False,kentucky,governor
21017,county,G,Dem,64524,20241,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21017,county,G,GOP,63424,20103,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21017,county,G,Lib,67927,20628,0,0.0,16,18525,False,,KY,0,0.0,False,kentucky,governor
21019,county,G,Dem,64524,20241,2,0.0417,48,18525,False,,KY,352,0.518409,False,kentucky,governor
21019,county,G,GOP,63424,20103,2,0.0417,48,18525,False,,KY,320,0.471281,False,kentucky,governor
21019,county,G,Lib,67927,20628,2,0.0417,48,18525,False,,KY,7,0.010309,False,kentucky,governor
21021,county,G,Dem,64524,20241,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21021,county,G,GOP,63424,20103,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21021,county,G,Lib,67927,20628,0,0.0,25,18525,False,,KY,0,0.0,False,kentucky,governor
21023,county,G,Dem,64524,20241,0,0.0,8,18525,False,,KY,0,0.0,False,kentucky,governor
21023,county,G,GOP,63424,20103,0,0.0,8,18525,False,,KY,0,0.0,False,kentucky,governor
