;EMILIA-ROMAGNA;FRIULI-VENEZIA GIULIA;MOLISE;LAZIO;CAMPANIA;SARDEGNA;UMBRIA;SICILIA;CALABRIA;BASILICATA;VALLE D'AOSTA;MARCHE;TOSCANA;VENETO;TIMESTAMP;LIGURIA;ABRUZZO;TRENTINO-ALTO ADIGE;PIEMONTE;ITALIA;PUGLIA;LOMBARDIA
12.791;22.66;22.52;18.23;16.89;16.71;18.14;20.55;14.07;15.06;16.27;21.24;19.82;20.82;22.27;180304_124729;21.51;19.36;20.51;20.3;19.21;17.92;21.53
12.808;22.67;22.52;18.23;17.01;16.73;18.14;20.55;14.07;15.06;16.27;21.24;19.82;20.83;22.27;180304_124829;21.51;19.36;20.51;20.31;19.22;17.92;21.54
12.825;22.76;22.53;18.19;17.38;16.77;18.31;20.55;14.06;15.1;16.27;21.24;19.8;20.85;22.28;180304_124929;21.51;19.37;20.51;20.43;19.25;17.95;21.47
12.841;22.76;22.53;18.17;17.38;16.77;18.31;20.55;14.07;15.1;16.27;21.24;19.8;20.85;22.28;180304_125029;21.51;19.37;20.51;20.43;19.26;17.95;21.46
12.861;22.76;22.53;18.12;17.39;16.79;18.31;20.55;14.07;15.07;16.27;21.24;19.8;20.84;22.24;180304_125140;21.51;19.37;20.51;20.44;19.26;17.95;21.44
12.878;22.76;22.54;18.12;17.38;16.79;18.31;20.55;14.07;15.07;16.27;21.24;19.8;20.84;22.24;180304_125241;21.51;19.37;20.51;20.43;19.26;17.95;21.42
12.895;22.76;22.56;18.12;17.47;16.79;18.31;20.55;14.07;15.1;16.27;21.24;19.8;20.84;22.24;180304_125341;21.51;19.34;20.82;20.45;19.28;17.96;21.42
12.911;22.76;22.56;18.12;17.48;16.79;18.31;20.55;14.07;15.09;16.27;21.24;19.8;20.84;22.24;180304_125441;21.51;19.34;20.82;20.46;19.29;17.97;21.44
12.928;22.76;22.56;18.12;17.37;16.8;18.31;20.55;14.27;15.09;16.27;21.24;19.8;20.84;22.24;180304_125541;21.51;19.36;20.82;20.46;19.28;17.97;21.44
12.945;22.76;22.56;18.11;17.38;16.8;18.31;20.55;14.27;15.11;16.27;21.24;19.8;20.84;22.24;180304_125641;21.51;19.37;20.82;20.46;19.28;17.97;21.43
12.961;22.76;22.56;18.11;17.38;16.8;18.31;20.55;14.27;15.11;16.27;21.24;19.8;20.84;22.22;180304_125741;21.51;19.32;20.82;20.46;19.28;17.97;21.42
12.978;22.76;22.56;18.11;17.36;16.8;18.31;20.55;14.27;15.11;16.27;21.24;19.8;20.86;22.22;180304_125842;21.51;19.32;20.82;20.46;19.28;17.97;21.41
12.995;22.67;22.56;18.07;17.36;16.8;18.31;20.55;14.27;15.11;16.27;21.24;19.8;20.86;22.22;180304_125942;21.51;19.32;20.81;20.46;19.29;17.97;21.42
13.012;22.67;22.56;18.07;17.36;16.84;18.31;20.55;14.27;15.12;16.27;21.24;19.81;20.86;22.23;180304_130042;21.51;19.32;20.78;20.46;19.29;17.96;21.41
13.028;22.67;22.56;18.05;17.36;16.84;18.31;20.55;14.27;15.12;16.27;21.24;19.81;21.17;22.23;180304_130142;21.51;19.32;20.78;20.46;19.31;17.96;21.39
13.045;22.67;22.56;18.05;17.36;16.84;18.31;20.55;14.27;15.12;16.27;21.24;19.81;21.17;22.23;180304_130242;21.51;19.32;20.78;20.46;19.32;17.96;21.39
13.062;22.71;22.56;18.05;17.37;16.88;18.34;20.55;14.27;15.12;16.27;21.24;19.81;21.17;22.23;180304_130342;21.51;19.32;20.78;20.46;19.34;17.96;21.4
13.078;22.71;22.56;18.04;17.37;16.88;18.34;20.55;14.27;15.12;16.27;21.24;19.81;21.17;22.23;180304_130442;21.51;19.32;20.78;20.46;19.34;17.96;21.39
13.095;22.71;22.56;18.05;17.37;16.91;18.34;20.55;14.27;15.12;16.27;21.24;19.81;21.17;22.23;180304_130543;21.51;19.32;20.78;20.46;19.34;17.96;21.39
13.112;22.71;22.56;18.05;17.37;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.23;180304_130643;21.81;19.32;20.78;20.46;19.37;17.96;21.39
13.129;22.71;22.56;17.98;17.35;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_130743;21.81;19.32;20.78;20.46;19.37;17.96;21.39
13.145;22.71;22.56;17.88;17.35;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_130843;21.81;19.32;20.78;20.46;19.37;17.96;21.39
13.162;22.71;22.56;17.88;17.35;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_130943;21.81;19.32;20.78;20.46;19.37;17.96;21.39
13.179;22.71;22.56;17.88;17.38;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_131043;21.81;19.33;20.78;20.46;19.37;17.96;21.36
13.195;22.71;22.56;17.88;17.38;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_131143;21.81;19.42;20.78;20.46;19.38;17.96;21.35
13.212;22.71;22.56;17.88;17.39;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_131243;21.81;19.42;20.78;20.42;19.38;17.96;21.34
13.336;22.71;22.56;17.88;17.38;16.91;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132009;21.78;19.42;20.83;20.42;19.38;17.96;21.34
13.352;22.71;22.56;17.88;17.38;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132109;21.78;19.42;20.83;20.42;19.38;17.96;21.34
13.369;22.71;22.56;17.88;17.38;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132209;21.78;19.42;20.83;20.42;19.38;17.96;21.34
13.386;22.72;22.56;17.88;17.38;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132309;21.78;19.42;20.83;20.42;19.39;17.96;21.34
13.402;22.72;22.56;17.88;17.38;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132409;21.78;19.42;20.83;20.42;19.39;17.96;21.33
13.419;22.72;22.56;17.88;17.39;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132509;21.78;19.42;20.83;20.42;19.39;17.96;21.33
13.494;22.72;22.56;17.88;17.39;16.92;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_132940;21.78;19.38;20.83;20.42;19.38;17.96;20.94
13.561;22.72;22.56;17.88;17.39;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_133340;21.78;19.38;20.83;20.4;19.38;17.96;20.91
13.628;22.72;22.56;17.88;17.39;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_133741;21.78;19.38;20.83;20.42;19.38;17.96;20.91
13.695;22.72;22.56;17.88;17.38;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_134141;21.78;19.38;20.83;20.43;19.38;17.96;20.92
13.761;22.72;22.56;17.88;17.38;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_134541;21.78;19.38;20.83;20.43;19.38;17.96;20.92
19.03;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190148;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.056;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190323;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.073;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190423;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.09;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190523;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.106;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190623;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.123;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190723;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.14;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190823;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.159;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_190934;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.178;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191039;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.194;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191140;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.215;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191255;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.232;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191355;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.249;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191455;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.266;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191556;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.282;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191656;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.299;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191756;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.316;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191856;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.332;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_191956;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.349;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192056;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.366;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192156;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.383;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192257;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.399;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192357;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.416;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192457;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.433;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192557;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.449;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192657;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.466;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192757;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.482;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192857;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.499;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_192958;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.517;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193103;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.534;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193204;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.551;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193304;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.568;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193404;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.584;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193504;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.601;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193604;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.618;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193705;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.635;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193805;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.651;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_193905;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.668;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194005;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.685;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194106;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.702;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194206;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.718;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194306;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.735;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194406;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.768;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_194606;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.941;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_195626;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.957;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_195727;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.974;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_195827;21.78;19.38;20.85;20.44;19.43;17.97;20.92
19.991;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_195927;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.008;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200027;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.024;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200127;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.041;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200227;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.058;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200327;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.074;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200427;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.091;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_200528;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.217;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_201301;21.78;19.38;20.85;20.44;19.43;17.97;20.92
20.841;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_205027;21.78;19.38;20.85;20.44;19.43;17.97;20.92
22.995;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_225942;21.78;19.38;20.85;20.44;19.43;17.97;20.92
23.012;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_230043;21.78;19.38;20.85;20.44;19.43;17.97;20.92
23.029;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_230143;21.78;19.38;20.85;20.44;19.43;17.97;20.92
23.045;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_230243;21.78;19.38;20.85;20.44;19.43;17.97;20.92
23.062;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_230343;21.78;19.38;20.85;20.44;19.43;17.97;20.92
23.079;22.72;22.56;17.88;18.88;16.96;18.34;20.55;14.27;15.11;16.27;21.24;19.81;21.17;22.24;180304_230443;21.78;19.38;20.85;20.44;19.43;17.97;20.92
