;EMILIA-ROMAGNA;FRIULI-VENEZIA GIULIA;MOLISE;LAZIO;CAMPANIA;SARDEGNA;UMBRIA;SICILIA;CALABRIA;BASILICATA;VALLE D'AOSTA;MARCHE;TOSCANA;VENETO;TIMESTAMP;LIGURIA;ABRUZZO;TRENTINO-ALTO ADIGE;PIEMONTE;ITALIA;PUGLIA;LOMBARDIA
19.768;66.12;62.49;57.06;54.95;52.38;52.43;64.86;46.98;49.48;53.12;59.01;62.22;63.88;64.54;180304_194606;61.19;61.33;60.4;61.88;58.54;53.63;63.2
19.941;65.97;62.46;56.56;54.58;52.44;52.41;64.86;47.06;49.53;53.12;59.01;62.25;63.88;64.56;180304_195626;61.19;61.32;60.57;61.88;58.45;53.67;63.19
19.957;65.97;62.46;56.56;54.52;52.45;52.41;64.86;47.06;49.53;53.12;59.01;62.25;63.88;64.56;180304_195727;61.19;61.37;60.57;61.88;58.46;53.67;63.12
19.974;65.98;62.46;56.56;54.6;52.45;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_195827;61.19;61.29;60.57;61.88;58.47;53.67;62.49
19.991;65.98;62.46;56.55;54.6;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.55;180304_195927;61.19;61.29;60.57;61.88;58.48;53.68;62.41
20.008;65.98;62.46;56.55;54.84;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.55;180304_200027;61.04;61.29;60.57;61.88;58.52;53.68;62.41
20.024;65.98;62.46;56.53;54.89;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_200127;61.04;61.29;60.57;61.88;58.52;53.68;62.41
20.041;65.98;62.46;56.48;54.89;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_200227;61.04;61.29;60.57;61.88;58.51;53.68;62.41
20.058;65.98;62.46;56.48;54.89;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_200327;61.04;61.29;60.57;61.88;58.52;53.68;62.41
20.074;65.98;62.46;56.5;54.89;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_200427;61.04;61.29;60.57;61.88;58.52;53.68;62.41
20.091;65.98;62.46;56.49;54.89;52.53;52.41;64.86;47.06;49.53;53.12;59.01;62.22;63.88;64.56;180304_200528;61.04;61.29;60.57;61.88;58.52;53.68;62.41
20.217;65.99;62.46;56.5;54.73;52.56;52.34;64.86;47.06;49.55;53.12;59.01;62.22;63.88;64.59;180304_201301;61.04;61.29;60.57;61.88;58.52;53.68;62.32
20.841;65.99;62.45;56.46;55.47;52.59;52.49;64.86;47.06;49.55;53.12;59.01;62.22;63.88;64.61;180304_205027;61.04;61.29;60.57;61.88;58.42;53.68;62.29
22.995;65.99;62.45;56.46;55.47;52.59;52.49;64.86;47.06;49.55;53.12;59.01;62.22;63.88;64.61;180304_225942;61.04;61.29;60.57;61.88;58.42;53.68;62.29
23.012;65.99;62.45;56.46;55.47;52.59;52.49;64.86;47.06;49.55;53.12;59.01;62.22;63.88;64.61;180304_230043;61.04;61.29;60.57;61.88;58.42;53.68;62.29
