;EMILIA-ROMAGNA;FRIULI-VENEZIA GIULIA;MOLISE;LAZIO;CAMPANIA;SARDEGNA;UMBRIA;SICILIA;CALABRIA;BASILICATA;VALLE D'AOSTA;MARCHE;TOSCANA;VENETO;TIMESTAMP;LIGURIA;ABRUZZO;TRENTINO-ALTO ADIGE;PIEMONTE;ITALIA;PUGLIA;LOMBARDIA
23.062;0.0;0.47;0.0;0.26;0.18;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;180304_230343;0.43;1.31;0.0;0.08;0.18;0.0;0.0
23.079;0.3;0.47;0.0;0.26;0.18;1.33;0.0;0.0;0.49;0.76;0.0;0.0;0.0;0.52;180304_230443;0.43;1.64;0.0;0.33;0.33;0.0;0.07
23.095;0.3;0.93;0.0;0.79;0.18;2.12;0.0;0.0;0.49;0.76;0.0;0.44;0.0;0.87;180304_230543;2.14;2.3;0.0;1.09;0.64;0.0;0.13
23.112;0.3;1.4;0.0;1.85;0.36;3.18;0.0;0.0;0.49;0.76;0.0;0.44;0.0;1.05;180304_230643;2.99;3.61;0.34;1.42;0.96;0.0;0.33
23.129;0.3;1.86;0.74;3.17;0.73;4.77;0.0;0.0;1.48;3.05;0.0;1.31;0.0;1.57;180304_230744;4.7;4.92;0.34;2.26;1.57;0.0;0.59
23.146;0.6;3.26;0.74;3.44;1.09;6.9;0.0;0.0;2.96;3.82;0.0;1.75;0.73;2.09;180304_230844;7.69;5.57;1.03;4.01;2.45;0.0;1.25
23.162;0.91;5.12;0.74;3.97;1.64;8.22;0.0;0.0;4.44;5.34;0.0;3.49;0.73;2.79;180304_230944;11.11;6.23;2.05;5.85;3.39;0.0;1.85
23.179;1.51;6.05;0.74;5.29;1.82;9.81;2.17;0.26;5.43;6.11;0.0;4.8;1.09;3.48;180304_231044;13.25;7.21;3.08;7.1;4.21;0.0;2.31
23.196;2.11;6.98;0.74;6.61;2.0;14.06;4.35;0.51;6.17;6.11;0.0;9.17;2.92;4.88;180304_231144;20.51;10.16;4.11;9.27;5.89;0.0;3.89
23.212;2.42;8.84;0.74;7.14;2.0;16.45;5.43;0.51;6.91;9.16;0.0;10.92;3.65;5.23;180304_231245;22.65;11.15;5.14;10.36;6.67;0.0;4.29
23.229;4.23;11.16;2.21;8.73;2.91;19.63;9.78;0.77;8.89;12.21;0.0;13.97;5.84;7.14;180304_231345;29.91;14.1;6.16;12.2;8.54;0.0;5.67
23.246;4.53;12.56;2.21;9.26;3.27;21.22;9.78;0.77;10.62;12.21;0.0;16.59;6.57;7.84;180304_231445;30.77;15.41;6.85;12.95;9.31;0.39;6.33
23.262;7.25;15.35;4.41;10.58;5.09;23.08;10.87;0.77;12.84;15.27;0.0;19.21;9.49;9.93;180304_231545;33.33;18.69;7.53;15.71;11.23;0.78;7.72
23.279;8.16;17.21;5.88;12.7;6.55;25.2;11.96;0.77;14.57;16.79;0.0;22.71;9.85;11.5;180304_231645;39.74;20.33;11.3;17.63;12.82;1.94;8.25
23.296;9.06;19.53;6.62;13.23;6.73;25.73;11.96;1.03;15.06;16.79;0.0;23.58;10.58;11.85;180304_231745;40.6;20.98;12.33;18.88;13.45;1.94;8.58
23.313;12.39;22.79;8.82;15.61;8.55;30.5;11.96;1.28;17.78;18.32;0.0;27.07;15.69;13.24;180304_231845;45.3;23.28;14.04;21.3;15.66;3.1;9.83
23.329;15.41;25.58;10.29;16.93;10.0;31.56;13.04;1.79;20.25;25.19;0.0;29.26;17.15;14.98;180304_231945;48.29;25.57;17.81;23.89;17.55;3.1;11.08
23.346;16.62;27.44;11.76;17.46;10.55;32.1;14.13;1.79;20.99;29.01;0.0;30.13;18.98;15.33;180304_232045;49.57;26.23;19.18;25.48;18.45;3.49;11.54
23.363;19.94;30.23;14.71;19.05;11.82;36.07;22.83;2.31;23.7;33.59;0.0;31.44;22.63;18.12;180304_232146;53.85;28.85;22.26;28.32;20.83;5.04;12.86
23.379;22.36;32.56;16.91;20.37;13.09;38.99;27.17;4.1;24.69;35.11;0.0;32.75;24.09;18.99;180304_232246;56.41;30.16;23.63;31.24;22.53;5.81;13.92
23.396;22.96;34.42;16.91;20.9;13.82;40.58;31.52;4.36;25.43;35.88;0.0;34.5;24.82;20.73;180304_232346;57.26;31.48;24.66;32.66;23.54;6.2;14.58
23.413;24.17;35.81;19.12;22.22;15.09;42.18;32.61;5.9;26.91;38.93;0.0;36.24;26.64;22.82;180304_232446;60.68;33.77;26.37;35.17;25.19;6.59;15.57
23.429;27.19;40.0;21.32;24.34;17.09;44.3;32.61;6.67;29.38;41.98;0.0;38.86;29.93;25.61;180304_232546;61.11;37.05;29.79;37.59;27.26;6.98;16.62
23.446;28.4;40.0;23.53;26.72;18.18;47.75;33.7;7.95;30.86;45.04;0.0;41.48;33.58;28.05;180304_232646;62.82;38.69;32.88;39.26;28.99;7.75;17.74
23.463;29.61;40.0;24.26;27.78;19.27;48.81;34.78;8.72;33.33;45.04;0.0;42.36;34.31;29.62;180304_232746;64.1;39.67;34.25;40.69;30.05;8.14;18.4
23.479;30.82;40.47;26.47;29.1;21.45;51.72;39.13;11.28;35.06;51.15;0.0;43.23;35.04;31.18;180304_232846;68.8;40.66;38.01;43.61;32.11;9.3;19.92
23.496;33.84;44.19;28.68;29.89;23.09;52.79;42.39;14.1;36.54;52.67;0.0;45.41;37.59;33.28;180304_232947;70.94;42.3;39.04;45.86;33.87;10.47;20.84
23.513;35.65;44.65;29.41;30.95;23.64;53.58;44.57;15.13;37.53;52.67;0.0;45.85;38.69;36.06;180304_233047;72.22;42.95;40.07;46.87;34.87;12.4;21.31
23.53;36.25;45.58;31.62;31.75;24.73;55.44;45.65;15.9;38.77;55.73;0.0;46.29;39.05;37.46;180304_233147;76.5;43.61;41.44;48.2;36.1;15.12;22.16
23.546;39.27;47.44;34.56;32.01;25.09;57.82;48.91;19.49;42.22;58.02;0.0;48.03;41.24;39.37;180304_233247;79.06;45.9;42.81;50.21;37.95;16.67;23.28
23.563;40.79;48.37;35.29;32.28;26.18;58.36;48.91;21.03;42.72;58.78;0.0;49.34;41.61;40.42;180304_233347;79.49;46.89;43.49;51.29;38.87;18.99;24.08
23.58;42.3;52.09;37.5;33.07;27.82;60.74;53.26;23.59;44.69;61.07;0.0;51.09;43.07;43.21;180304_233448;79.91;49.84;46.92;53.97;41.05;20.16;26.25
23.597;42.9;53.95;38.24;33.33;28.55;62.6;54.35;24.36;46.17;63.36;0.0;51.53;44.16;44.08;180304_233548;81.2;51.48;47.95;55.05;42.06;21.32;27.04
23.613;44.11;55.35;40.44;33.86;29.82;63.4;55.43;25.9;49.38;63.36;0.0;52.84;46.35;46.52;180304_233648;82.05;53.11;50.0;57.06;43.63;22.87;28.3
23.63;45.32;56.28;42.65;35.98;31.09;64.46;57.61;27.69;51.36;64.12;0.0;55.02;48.91;48.26;180304_233748;82.91;54.75;52.74;59.23;45.33;24.81;29.68
23.647;45.62;56.74;43.38;36.24;32.36;64.46;57.61;28.72;52.84;66.41;0.0;55.02;50.36;49.3;180304_233849;83.33;55.08;54.45;60.74;46.27;25.58;30.61
23.664;48.34;59.07;44.12;37.3;35.27;66.31;60.87;30.26;55.56;67.94;0.0;56.33;52.55;50.52;180304_233949;84.19;56.72;56.85;62.99;48.18;29.84;31.93
23.68;49.85;60.93;45.59;38.1;37.27;67.11;64.13;32.56;58.02;67.94;0.0;58.08;53.65;52.79;180304_234049;84.62;58.03;59.59;64.41;49.66;30.62;32.98
23.697;51.36;62.33;47.79;38.89;39.64;68.7;67.39;35.38;59.75;69.47;0.0;60.7;54.74;55.05;180304_234149;86.32;60.0;62.33;66.42;51.51;33.72;34.23
23.715;52.27;63.72;48.53;39.15;40.73;69.23;67.39;37.18;61.73;70.99;0.0;62.01;54.74;56.1;180304_234255;86.32;60.66;62.67;67.59;52.46;34.5;35.22
23.732;53.17;63.72;50.0;39.68;41.45;69.76;67.39;38.21;61.98;70.99;0.0;62.88;56.57;57.32;180304_234355;86.32;61.97;62.67;68.59;53.19;35.66;35.69
23.749;55.29;66.05;52.94;41.01;44.18;70.82;67.39;40.77;64.44;72.52;0.0;63.32;59.49;59.06;180304_234455;87.18;64.92;63.7;71.26;55.19;37.98;37.4
23.765;55.89;66.98;55.88;41.8;45.09;72.15;68.48;42.05;66.42;72.52;0.0;64.19;60.95;60.98;180304_234555;87.18;65.9;64.04;72.68;56.3;38.76;38.26
23.782;55.89;69.3;58.09;42.59;46.0;72.68;68.48;43.33;67.16;72.52;0.0;65.5;61.68;61.85;180304_234655;87.18;66.23;64.73;73.6;57.14;41.47;38.92
23.799;56.8;72.09;61.03;43.12;47.27;73.47;70.65;44.87;68.89;74.05;0.0;67.25;62.41;63.24;180304_234756;87.61;68.2;66.78;75.36;58.67;44.96;40.44
23.816;56.8;76.28;63.97;43.65;49.27;74.54;73.91;46.92;70.62;74.05;0.0;68.56;63.14;64.11;180304_234856;87.61;69.84;67.81;77.36;60.19;48.06;41.95
23.832;57.7;77.67;64.71;45.77;51.27;76.39;75.0;49.23;71.85;74.05;0.0;69.87;66.42;65.16;180304_234956;88.89;70.49;67.81;78.53;61.57;50.78;43.14
23.849;57.7;80.47;64.71;46.3;51.64;76.66;75.0;49.74;72.84;75.57;0.0;70.31;66.79;66.03;180304_235056;88.89;71.15;68.15;79.45;62.25;51.94;43.87
23.866;58.61;81.4;64.71;46.56;52.91;76.66;75.0;50.51;73.83;75.57;0.0;71.18;67.52;66.9;180304_235156;88.89;72.13;68.84;80.12;62.93;52.33;44.59
23.883;60.12;81.4;65.44;47.35;54.73;77.45;75.0;52.82;75.31;75.57;0.0;73.36;67.88;68.12;180304_235257;88.89;72.79;70.55;81.79;64.24;53.1;46.24
23.899;60.12;81.86;65.44;47.88;56.0;77.98;75.0;53.33;75.56;76.34;0.0;73.36;68.98;69.16;180304_235357;88.89;73.11;70.89;82.54;64.82;53.1;46.9
23.916;61.63;82.79;65.44;48.68;57.64;79.05;75.0;55.13;76.54;77.1;0.0;74.24;70.07;70.38;180304_235457;89.32;74.75;73.29;83.79;66.16;54.65;48.75
23.933;62.54;83.26;65.44;48.94;58.36;79.58;75.0;55.64;76.79;77.1;0.0;74.24;70.44;70.73;180304_235557;89.74;75.74;73.29;84.63;66.79;55.43;49.87
23.949;63.75;83.26;65.44;49.74;61.64;80.11;77.17;58.21;77.78;77.1;0.0;75.55;70.44;71.25;180304_235657;90.17;76.39;73.97;85.55;68.02;58.91;51.45
23.966;64.35;83.26;65.44;49.74;64.73;80.37;77.17;59.23;78.77;77.1;0.0;76.42;71.9;71.95;180304_235758;90.17;77.05;75.68;86.13;69.02;60.08;53.1
23.983;65.26;84.65;66.18;49.74;66.0;80.9;77.17;60.26;79.01;77.1;0.0;76.86;72.26;73.17;180304_235858;90.17;77.7;76.03;86.3;69.65;60.47;54.02
23.999;66.16;85.12;66.91;51.32;67.27;81.43;77.17;62.31;80.25;77.86;0.0;77.29;72.63;74.22;180304_235958;90.6;78.36;78.08;86.88;70.67;61.24;55.41
24.016;67.07;85.12;67.65;51.59;67.45;81.7;77.17;63.08;81.23;78.63;0.0;77.73;72.63;74.74;180305_000058;90.6;79.02;78.42;87.22;71.17;62.02;56.2
24.033;68.58;85.12;67.65;52.38;68.18;81.7;78.26;63.85;81.48;78.63;0.0;77.73;72.99;75.26;180305_000159;90.6;80.33;78.42;87.89;71.75;62.02;57.06
24.05;69.49;85.58;67.65;53.17;68.36;82.49;81.52;65.38;83.7;78.63;0.0;79.91;72.99;76.13;180305_000259;91.03;80.33;81.51;88.64;72.83;62.79;58.77
24.066;70.09;85.58;67.65;53.7;69.45;83.02;83.7;66.67;84.94;78.63;0.0;80.79;73.72;77.87;180305_000359;92.31;80.98;81.85;89.14;73.77;63.57;60.29
24.083;70.39;85.58;67.65;54.23;70.36;83.55;84.78;67.69;85.19;80.15;0.0;81.66;74.45;78.4;180305_000459;92.74;81.31;83.56;89.31;74.48;64.73;61.54
24.1;71.3;85.58;67.65;54.76;71.45;83.55;85.87;68.21;86.42;80.92;0.0;82.97;75.55;78.57;180305_000559;92.74;81.97;83.9;89.64;75.22;66.67;62.86
24.117;71.3;85.58;67.65;55.29;72.0;83.82;85.87;68.72;87.16;80.92;0.0;83.41;75.55;78.57;180305_000700;92.74;82.3;84.93;89.81;75.55;67.83;63.19
24.133;72.21;86.05;68.38;56.08;72.55;83.82;85.87;70.0;87.9;80.92;0.0;83.41;77.01;78.75;180305_000800;93.59;83.93;85.96;90.39;76.31;70.16;64.12
24.15;72.21;87.44;68.38;56.88;72.91;84.88;85.87;70.26;88.4;80.92;0.0;83.84;77.37;79.27;180305_000900;93.59;83.93;86.99;90.81;76.8;71.71;64.58
24.167;73.72;88.37;69.85;56.88;73.82;85.94;85.87;71.28;88.89;80.92;0.0;84.72;77.74;80.66;180305_001000;94.02;84.26;87.33;91.48;77.58;73.26;65.37
24.184;74.02;88.37;69.85;57.41;74.36;86.21;85.87;71.79;88.89;81.68;0.0;84.72;77.74;81.01;180305_001101;94.44;84.26;88.01;91.81;77.95;74.03;65.9
24.2;74.32;88.37;69.85;57.67;75.27;87.27;85.87;73.08;88.89;81.68;100.0;85.59;78.47;81.36;180305_001201;94.44;84.26;88.01;92.15;79.3;74.03;66.42
24.217;75.53;89.3;69.85;58.47;76.36;87.8;85.87;73.33;89.38;85.5;100.0;86.03;78.83;82.06;180305_001301;94.44;84.26;89.04;92.31;79.98;74.81;67.48
24.234;76.44;89.3;71.32;59.52;77.64;88.59;85.87;74.36;90.12;85.5;100.0;86.03;79.2;82.75;180305_001401;94.87;85.25;90.07;92.56;80.79;75.97;68.8
24.25;77.34;89.3;72.79;59.52;78.18;88.86;85.87;74.87;90.37;85.5;100.0;86.03;79.2;83.1;180305_001501;94.87;85.9;90.07;92.65;81.05;75.97;69.06
24.267;77.95;89.3;73.53;60.05;78.18;89.66;85.87;75.9;90.37;85.5;100.0;86.9;80.66;83.8;180305_001601;94.87;88.2;90.75;92.73;81.79;76.36;70.78
24.284;78.55;89.77;73.53;60.32;78.18;89.66;85.87;76.92;90.37;85.5;100.0;87.34;80.66;84.15;180305_001702;94.87;88.2;91.1;92.82;82.06;76.36;71.31
24.301;80.06;90.23;73.53;60.85;79.27;90.72;85.87;77.44;90.62;85.5;100.0;87.77;81.02;84.49;180305_001802;94.87;88.52;92.81;93.07;82.71;77.13;72.36
24.319;80.06;90.23;73.53;61.38;79.45;90.72;85.87;77.95;90.86;88.55;100.0;87.77;81.02;84.49;180305_001907;94.87;89.18;92.81;93.15;82.96;77.91;72.69
24.335;82.18;90.7;73.53;61.9;79.82;91.51;85.87;78.97;92.1;88.55;100.0;87.77;81.75;84.84;180305_002007;95.3;89.18;93.49;93.73;83.53;78.29;73.09
24.352;82.48;90.7;73.53;61.9;79.82;91.51;85.87;79.49;92.1;88.55;100.0;87.77;81.75;85.19;180305_002108;95.3;89.84;93.84;93.82;83.69;78.29;73.35
24.369;83.08;90.7;74.26;62.43;80.91;92.31;85.87;80.0;92.1;89.31;100.0;88.65;82.48;85.54;180305_002208;95.3;89.84;94.18;94.07;84.2;79.84;74.01
24.386;83.08;91.16;74.26;62.7;81.45;92.57;85.87;80.51;92.35;89.31;100.0;88.65;82.48;86.06;180305_002308;95.3;89.84;94.18;94.07;84.42;79.84;74.34
24.402;83.08;92.09;74.26;63.23;82.36;92.84;86.96;81.28;92.35;89.31;100.0;88.65;82.85;86.24;180305_002408;95.3;90.16;94.86;94.15;84.86;82.17;74.93
24.419;83.38;92.09;74.26;63.23;82.91;92.84;89.13;81.54;92.35;89.31;100.0;88.65;83.58;86.24;180305_002508;95.3;90.16;94.86;94.15;85.05;82.56;75.26
24.436;83.38;92.56;75.74;63.49;84.0;93.1;89.13;82.05;92.84;90.08;100.0;89.08;83.58;86.59;180305_002609;95.3;91.15;94.86;94.57;85.6;83.72;76.19
24.453;83.69;92.56;77.21;63.49;84.55;93.63;90.22;82.05;92.84;90.08;100.0;89.08;83.94;86.76;180305_002709;95.3;91.8;94.86;94.57;85.83;84.11;76.45
24.469;84.29;92.56;78.68;64.29;85.45;93.63;90.22;82.56;92.84;90.08;100.0;89.08;84.31;86.93;180305_002809;95.3;92.13;95.21;94.82;86.25;85.27;77.11
24.486;84.89;93.02;79.41;64.29;85.82;93.9;90.22;83.33;93.33;90.08;100.0;89.08;84.67;87.28;180305_002909;95.73;92.13;95.21;94.9;86.54;85.27;77.51
24.503;86.1;93.49;80.15;64.81;86.36;93.9;91.3;84.1;93.33;90.08;100.0;89.08;85.04;87.8;180305_003009;95.73;92.13;95.55;95.32;87.01;86.05;78.17
24.519;86.1;93.49;80.15;64.81;86.55;93.9;91.3;84.1;93.58;90.08;100.0;89.52;85.04;88.68;180305_003109;95.73;92.13;95.55;95.32;87.17;86.82;78.36
24.536;86.1;93.49;80.15;64.81;86.55;94.16;91.3;84.36;93.58;90.08;100.0;90.39;85.04;88.85;180305_003209;95.73;92.46;95.55;95.32;87.36;86.82;78.96
24.553;86.4;93.49;80.88;64.81;87.45;94.16;91.3;84.62;93.58;90.08;100.0;90.83;85.04;89.9;180305_003309;95.73;92.46;96.23;95.66;87.81;87.6;79.82
24.569;86.4;94.42;81.62;64.81;88.36;94.16;91.3;84.87;93.58;90.08;100.0;90.83;85.04;89.9;180305_003409;96.15;92.79;96.23;95.66;88.02;87.98;80.15
24.586;86.4;95.81;81.62;65.34;88.55;94.69;92.39;85.38;94.32;90.08;100.0;90.83;85.77;90.59;180305_003510;96.58;92.79;96.92;95.74;88.48;87.98;80.94
24.603;86.4;95.81;81.62;65.61;88.55;94.69;92.39;85.64;94.32;90.08;100.0;90.83;86.86;90.59;180305_003610;96.58;93.11;97.26;95.74;88.58;87.98;81.0
24.619;86.4;95.81;81.62;65.61;89.09;94.96;92.39;86.92;94.57;90.08;100.0;91.27;86.86;90.59;180305_003710;96.58;93.11;97.26;95.82;88.79;87.98;81.33
24.636;87.01;95.81;81.62;65.87;89.45;95.23;92.39;87.18;94.81;90.08;100.0;91.27;86.86;90.94;180305_003810;96.58;93.11;97.26;95.91;88.93;87.98;81.33
24.653;88.82;96.28;81.62;67.2;89.82;95.23;92.39;87.44;95.31;90.08;100.0;91.27;86.86;91.64;180305_003910;96.58;93.11;97.26;95.99;89.31;87.98;81.86
24.669;89.12;96.28;81.62;67.99;90.0;95.23;92.39;87.69;95.56;90.08;100.0;91.27;87.59;91.64;180305_004010;96.58;93.77;97.26;96.16;89.48;87.98;81.93
24.686;89.43;96.74;81.62;68.78;90.18;95.76;93.48;87.69;95.56;90.84;100.0;91.7;87.59;91.64;180305_004110;96.58;93.77;97.26;96.41;89.68;87.98;82.06
24.704;89.73;96.74;83.09;68.78;90.55;96.02;95.65;87.69;95.56;90.84;100.0;91.7;87.59;91.99;180305_004216;97.01;93.77;97.26;96.49;89.91;88.37;82.39
24.721;90.33;96.74;83.82;69.05;91.27;96.02;95.65;87.95;95.56;90.84;100.0;91.7;87.96;91.99;180305_004316;97.01;93.77;97.26;96.49;90.12;88.76;82.78
24.738;90.33;96.74;83.82;69.58;91.82;96.02;95.65;88.21;95.56;90.84;100.0;91.7;87.96;91.99;180305_004416;97.01;94.1;97.26;96.49;90.25;88.76;82.98
24.754;90.94;97.21;83.82;70.11;92.0;96.02;95.65;88.72;95.56;92.37;100.0;92.58;87.96;91.99;180305_004516;97.01;94.1;97.6;96.49;90.5;89.53;83.31
24.771;91.54;97.21;83.82;70.9;92.36;96.02;95.65;88.97;95.8;92.37;100.0;92.58;87.96;91.99;180305_004617;97.01;94.43;97.6;96.83;90.79;89.53;83.91
24.788;91.84;97.21;83.82;71.16;92.55;96.02;95.65;88.97;96.05;92.37;100.0;93.01;88.32;92.16;180305_004717;97.44;94.43;97.6;96.99;91.03;89.53;84.5
24.805;92.15;97.21;86.03;71.43;93.64;96.02;95.65;89.74;96.3;92.37;100.0;93.01;88.32;92.51;180305_004817;97.44;94.43;97.6;96.99;91.33;89.53;84.96
24.821;92.15;97.21;86.03;71.43;93.64;96.02;95.65;90.0;96.3;92.37;100.0;93.89;88.69;92.86;180305_004917;97.44;94.43;97.6;96.99;91.49;89.92;85.36
24.838;92.15;97.21;86.03;71.43;93.64;96.02;95.65;90.51;96.3;92.37;100.0;93.89;89.05;93.21;180305_005017;97.44;94.43;97.6;97.08;91.63;90.7;85.55
24.855;92.45;97.21;86.03;72.75;93.82;96.29;97.83;90.51;96.54;92.37;100.0;93.89;89.42;93.55;180305_005118;97.44;94.75;97.95;97.08;91.86;91.09;85.62
24.938;92.75;98.6;88.97;74.87;95.82;96.82;97.83;91.54;97.04;94.66;100.0;93.89;90.88;94.77;180305_005618;97.44;96.07;98.29;97.33;92.8;92.25;86.61
25.022;93.35;98.6;91.91;75.93;96.55;97.88;98.91;92.56;97.53;95.42;100.0;94.76;91.61;95.82;180305_010118;97.86;96.39;98.29;97.74;93.73;94.96;88.19
25.105;93.96;98.6;91.91;77.78;97.64;98.14;100.0;93.59;98.02;95.42;100.0;95.63;91.97;96.17;180305_010618;98.29;96.39;98.29;97.99;94.56;95.74;90.3
25.188;94.86;99.07;94.12;78.31;98.18;98.14;100.0;94.62;98.77;95.42;100.0;96.51;93.07;97.04;180305_011118;98.29;97.05;98.63;98.08;95.19;96.9;91.23
25.272;95.47;99.07;94.12;80.16;98.36;98.14;100.0;94.87;99.01;95.42;100.0;96.51;93.8;97.39;180305_011619;98.29;97.05;98.63;98.33;95.54;96.9;91.82
25.355;95.77;99.07;94.12;82.28;98.73;99.2;100.0;95.13;99.26;95.42;100.0;96.51;95.26;97.39;180305_012119;98.29;97.38;98.63;98.58;96.02;96.9;92.68
25.439;96.37;99.07;94.85;83.6;99.27;99.2;100.0;95.64;99.26;95.42;100.0;96.51;95.26;97.74;180305_012619;98.29;98.03;98.63;98.66;96.34;97.67;93.07
25.522;96.68;99.07;94.85;85.45;99.27;99.2;100.0;95.64;99.26;95.42;100.0;96.94;95.62;98.26;180305_013119;98.29;98.03;98.97;98.83;96.68;98.06;93.73
25.605;97.28;100.0;96.32;85.98;99.27;99.73;100.0;96.92;99.51;95.42;100.0;97.82;95.62;98.26;180305_013619;99.15;98.36;98.97;98.91;97.13;98.45;94.59
25.689;98.19;100.0;96.32;86.51;99.27;99.73;100.0;97.69;99.51;95.42;100.0;98.25;95.99;98.43;180305_014119;99.57;98.36;99.32;98.91;97.37;98.84;94.92
