fipscode,level,officeid,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,raceid,runoff,seatnum,statepostal,votecount,votepct,winner,state_slug,office_slug
,state,G,GOP,67931,22010,697,0.1772,3934,19869,False,,LA,286627,0.514013,False,louisiana,governor
,state,G,Dem,27723,20944,697,0.1772,3934,19869,False,,LA,270999,0.485987,False,louisiana,governor
22001,county,G,GOP,67931,22010,27,0.49090000000000006,55,19869,False,,LA,8231,0.706463,False,louisiana,governor
22001,county,G,Dem,27723,20944,27,0.49090000000000006,55,19869,False,,LA,3420,0.293537,False,louisiana,governor
22003,county,G,GOP,67931,22010,7,0.2414,29,19869,False,,LA,1273,0.595138,False,louisiana,governor
22003,county,G,Dem,27723,20944,7,0.2414,29,19869,False,,LA,866,0.404862,False,louisiana,governor
22005,county,G,GOP,67931,22010,20,0.27030000000000004,74,19869,False,,LA,12633,0.538399,False,louisiana,governor
22005,county,G,Dem,27723,20944,20,0.27030000000000004,74,19869,False,,LA,10831,0.461601,False,louisiana,governor
22007,county,G,Dem,27723,20944,2,0.0714,28,19869,False,,LA,1644,0.561475,False,louisiana,governor
22007,county,G,GOP,67931,22010,2,0.0714,28,19869,False,,LA,1284,0.438525,False,louisiana,governor
22009,county,G,GOP,67931,22010,9,0.1837,49,19869,False,,LA,2624,0.54485,False,louisiana,governor
22009,county,G,Dem,27723,20944,9,0.1837,49,19869,False,,LA,2192,0.45515,False,louisiana,governor
22011,county,G,GOP,67931,22010,10,0.25,40,19869,False,,LA,3703,0.652741,False,louisiana,governor
22011,county,G,Dem,27723,20944,10,0.25,40,19869,False,,LA,1970,0.347259,False,louisiana,governor
22013,county,G,Dem,27723,20944,10,0.303,33,19869,False,,LA,1523,0.633791,False,louisiana,governor
22013,county,G,GOP,67931,22010,10,0.303,33,19869,False,,LA,880,0.366209,False,louisiana,governor
22015,county,G,GOP,67931,22010,3,0.0366,82,19869,False,,LA,8302,0.691833,False,louisiana,governor
