returned,month,county,year,date,day,sent
9248,10,kenosha,2016,2016/10/20,20,11151
338,10,kewaunee,2016,2016/10/20,20,506
4487,10,la crosse,2016,2016/10/20,20,5891
163,10,lafayette,2016,2016/10/20,20,301
364,10,langlade,2016,2016/10/20,20,541
510,10,lincoln,2016,2016/10/20,20,752
2534,10,manitowoc,2016,2016/10/20,20,3358
4933,10,marathon,2016,2016/10/20,20,6252
1146,10,marinette,2016,2016/10/20,20,1549
281,10,marquette,2016,2016/10/20,20,371
41,10,menominee,2016,2016/10/20,20,43
28813,10,milwaukee,2016,2016/10/20,20,39959
676,10,monroe,2016,2016/10/20,20,976
789,10,oconto,2016,2016/10/20,20,1160
1168,10,oneida,2016,2016/10/20,20,1623
8353,10,outagamie,2016,2016/10/20,20,10768
5404,10,ozaukee,2016,2016/10/20,20,6944
65,10,pepin,2016,2016/10/20,20,147
1071,10,pierce,2016,2016/10/20,20,1544
596,10,polk,2016,2016/10/20,20,915
3901,10,portage,2016,2016/10/20,20,4517
210,10,price,2016,2016/10/20,20,355
8129,10,racine,2016,2016/10/20,20,10369
239,10,richland,2016,2016/10/20,20,342
5175,10,rock,2016,2016/10/20,20,6430
149,10,rusk,2016,2016/10/20,20,252
1447,10,sauk,2016,2016/10/20,20,2247
557,10,sawyer,2016,2016/10/20,20,805
871,10,shawano,2016,2016/10/20,20,1181
4376,10,sheboygan,2016,2016/10/20,20,5519
2741,10,st. croix,2016,2016/10/20,20,3725
284,10,taylor,2016,2016/10/20,20,487
211,10,trempealeau,2016,2016/10/20,20,376
343,10,vernon,2016,2016/10/20,20,603
1017,10,vilas,2016,2016/10/20,20,1386
2901,10,walworth,2016,2016/10/20,20,4351
412,10,washburn,2016,2016/10/20,20,562
5610,10,washington,2016,2016/10/20,20,7566
13418,10,waukesha,2016,2016/10/20,20,20657
1249,10,waupaca,2016,2016/10/20,20,1700
488,10,waushara,2016,2016/10/20,20,732
6879,10,winnebago,2016,2016/10/20,20,8900
2312,10,wood,2016,2016/10/20,20,2940
318,10,adams,2016,2016/10/21,21,455
315,10,ashland,2016,2016/10/21,21,494
791,10,barron,2016,2016/10/21,21,1196
456,10,bayfield,2016,2016/10/21,21,592
12858,10,brown,2016,2016/10/21,21,16307
175,10,buffalo,2016,2016/10/21,21,263
405,10,burnett,2016,2016/10/21,21,591
1476,10,calumet,2016,2016/10/21,21,1861
1915,10,chippewa,2016,2016/10/21,21,2496
299,10,clark,2016,2016/10/21,21,435
1926,10,columbia,2016,2016/10/21,21,2370
264,10,crawford,2016,2016/10/21,21,377
33170,10,dane,2016,2016/10/21,21,41061
1757,10,dodge,2016,2016/10/21,21,2303
1066,10,door,2016,2016/10/21,21,1380
1787,10,douglas,2016,2016/10/21,21,2280
978,10,dunn,2016,2016/10/21,21,1310
4841,10,eau claire,2016,2016/10/21,21,5682
114,10,florence,2016,2016/10/21,21,157
3355,10,fond du lac,2016,2016/10/21,21,4445
251,10,forest,2016,2016/10/21,21,333
920,10,grant,2016,2016/10/21,21,1258
469,10,green,2016,2016/10/21,21,688
335,10,green lake,2016,2016/10/21,21,506
812,10,iowa,2016,2016/10/21,21,1007
250,10,iron,2016,2016/10/21,21,366
199,10,jackson,2016,2016/10/21,21,312
2460,10,jefferson,2016,2016/10/21,21,3187
457,10,juneau,2016,2016/10/21,21,678
9960,10,kenosha,2016,2016/10/21,21,11826
411,10,kewaunee,2016,2016/10/21,21,565
5488,10,la crosse,2016,2016/10/21,21,6840
175,10,lafayette,2016,2016/10/21,21,318
403,10,langlade,2016,2016/10/21,21,591
546,10,lincoln,2016,2016/10/21,21,788
2765,10,manitowoc,2016,2016/10/21,21,3570
5414,10,marathon,2016,2016/10/21,21,6723
1248,10,marinette,2016,2016/10/21,21,1650
324,10,marquette,2016,2016/10/21,21,419
44,10,menominee,2016,2016/10/21,21,46
31655,10,milwaukee,2016,2016/10/21,21,42256
740,10,monroe,2016,2016/10/21,21,1034
981,10,oconto,2016,2016/10/21,21,1328
1276,10,oneida,2016,2016/10/21,21,1724
9435,10,outagamie,2016,2016/10/21,21,11816
6146,10,ozaukee,2016,2016/10/21,21,7659
65,10,pepin,2016,2016/10/21,21,147
1198,10,pierce,2016,2016/10/21,21,1676
665,10,polk,2016,2016/10/21,21,981
4211,10,portage,2016,2016/10/21,21,4832
279,10,price,2016,2016/10/21,21,426
9064,10,racine,2016,2016/10/21,21,11310
258,10,richland,2016,2016/10/21,21,369
5689,10,rock,2016,2016/10/21,21,7039
178,10,rusk,2016,2016/10/21,21,282
1662,10,sauk,2016,2016/10/21,21,2403
627,10,sawyer,2016,2016/10/21,21,854
944,10,shawano,2016,2016/10/21,21,1257
4812,10,sheboygan,2016,2016/10/21,21,5935
3074,10,st. croix,2016,2016/10/21,21,4038
333,10,taylor,2016,2016/10/21,21,517
233,10,trempealeau,2016,2016/10/21,21,406
374,10,vernon,2016,2016/10/21,21,623
1069,10,vilas,2016,2016/10/21,21,1430
3206,10,walworth,2016,2016/10/21,21,4600
445,10,washburn,2016,2016/10/21,21,596
6448,10,washington,2016,2016/10/21,21,8385
15093,10,waukesha,2016,2016/10/21,21,22050
1443,10,waupaca,2016,2016/10/21,21,1899
536,10,waushara,2016,2016/10/21,21,787
7749,10,winnebago,2016,2016/10/21,21,9790
2545,10,wood,2016,2016/10/21,21,3183
338,10,adams,2016,2016/10/24,24,480
375,10,ashland,2016,2016/10/24,24,553
846,10,barron,2016,2016/10/24,24,1261
495,10,bayfield,2016,2016/10/24,24,624
14237,10,brown,2016,2016/10/24,24,17634
191,10,buffalo,2016,2016/10/24,24,282
466,10,burnett,2016,2016/10/24,24,649
1672,10,calumet,2016,2016/10/24,24,2071
2099,10,chippewa,2016,2016/10/24,24,2671
325,10,clark,2016,2016/10/24,24,459
2063,10,columbia,2016,2016/10/24,24,2496
295,10,crawford,2016,2016/10/24,24,417
36165,10,dane,2016,2016/10/24,24,43630
1951,10,dodge,2016,2016/10/24,24,2490
1279,10,door,2016,2016/10/24,24,1602
1952,10,douglas,2016,2016/10/24,24,2429
1059,10,dunn,2016,2016/10/24,24,1396
5293,10,eau claire,2016,2016/10/24,24,6146
124,10,florence,2016,2016/10/24,24,175
3688,10,fond du lac,2016,2016/10/24,24,4787
266,10,forest,2016,2016/10/24,24,343
1058,10,grant,2016,2016/10/24,24,1616
513,10,green,2016,2016/10/24,24,738
354,10,green lake,2016,2016/10/24,24,523
879,10,iowa,2016,2016/10/24,24,1076
272,10,iron,2016,2016/10/24,24,386
227,10,jackson,2016,2016/10/24,24,343
2772,10,jefferson,2016,2016/10/24,24,3478
487,10,juneau,2016,2016/10/24,24,702
10849,10,kenosha,2016,2016/10/24,24,12797
431,10,kewaunee,2016,2016/10/24,24,586
6644,10,la crosse,2016,2016/10/24,24,8314
189,10,lafayette,2016,2016/10/24,24,326
416,10,langlade,2016,2016/10/24,24,604
579,10,lincoln,2016,2016/10/24,24,820
3056,10,manitowoc,2016,2016/10/24,24,3826
5985,10,marathon,2016,2016/10/24,24,7195
1350,10,marinette,2016,2016/10/24,24,1748
351,10,marquette,2016,2016/10/24,24,443
44,10,menominee,2016,2016/10/24,24,46
37058,10,milwaukee,2016,2016/10/24,24,46835
807,10,monroe,2016,2016/10/24,24,1113
1007,10,oconto,2016,2016/10/24,24,1358
1406,10,oneida,2016,2016/10/24,24,1843
10620,10,outagamie,2016,2016/10/24,24,13034
6886,10,ozaukee,2016,2016/10/24,24,8402
75,10,pepin,2016,2016/10/24,24,159
1296,10,pierce,2016,2016/10/24,24,1782
726,10,polk,2016,2016/10/24,24,1049
4654,10,portage,2016,2016/10/24,24,5256
296,10,price,2016,2016/10/24,24,448
10075,10,racine,2016,2016/10/24,24,12266
273,10,richland,2016,2016/10/24,24,386
6323,10,rock,2016,2016/10/24,24,7617
178,10,rusk,2016,2016/10/24,24,285
1760,10,sauk,2016,2016/10/24,24,2505
721,10,sawyer,2016,2016/10/24,24,935
1058,10,shawano,2016,2016/10/24,24,1349
5208,10,sheboygan,2016,2016/10/24,24,6279
3295,10,st. croix,2016,2016/10/24,24,4245
361,10,taylor,2016,2016/10/24,24,538
292,10,trempealeau,2016,2016/10/24,24,469
426,10,vernon,2016,2016/10/24,24,683
1069,10,vilas,2016,2016/10/24,24,1429
3587,10,walworth,2016,2016/10/24,24,4985
476,10,washburn,2016,2016/10/24,24,627
7400,10,washington,2016,2016/10/24,24,9266
16667,10,waukesha,2016,2016/10/24,24,23550
1625,10,waupaca,2016,2016/10/24,24,2081
582,10,waushara,2016,2016/10/24,24,816
8567,10,winnebago,2016,2016/10/24,24,10543
2745,10,wood,2016,2016/10/24,24,3394
65,7,adams,2018,2018/7/27,27,125
93,7,ashland,2018,2018/7/27,27,215
99,7,barron,2018,2018/7/27,27,263
31,7,bayfield,2018,2018/7/27,27,76
2073,7,brown,2018,2018/7/27,27,3956
13,7,buffalo,2018,2018/7/27,27,50
43,7,burnett,2018,2018/7/27,27,112
270,7,calumet,2018,2018/7/27,27,518
241,7,chippewa,2018,2018/7/27,27,573
80,7,clark,2018,2018/7/27,27,138
293,7,columbia,2018,2018/7/27,27,523
52,7,crawford,2018,2018/7/27,27,112
3274,7,dane,2018,2018/7/27,27,7783
416,7,dodge,2018,2018/7/27,27,765
134,7,door,2018,2018/7/27,27,331
303,7,douglas,2018,2018/7/27,27,777
167,7,dunn,2018,2018/7/27,27,353
535,7,eau claire,2018,2018/7/27,27,1123
13,7,florence,2018,2018/7/27,27,27
580,7,fond du lac,2018,2018/7/27,27,1175
72,7,forest,2018,2018/7/27,27,135
142,7,grant,2018,2018/7/27,27,337
130,7,green,2018,2018/7/27,27,261
93,7,green lake,2018,2018/7/27,27,148
70,7,iowa,2018,2018/7/27,27,230
68,7,iron,2018,2018/7/27,27,122
15,7,jackson,2018,2018/7/27,27,51
298,7,jefferson,2018,2018/7/27,27,600
24,7,juneau,2018,2018/7/27,27,182
1148,7,kenosha,2018,2018/7/27,27,2608
153,7,kewaunee,2018,2018/7/27,27,277
583,7,la crosse,2018,2018/7/27,27,1550
28,7,lafayette,2018,2018/7/27,27,101
73,7,langlade,2018,2018/7/27,27,138
140,7,lincoln,2018,2018/7/27,27,304
633,7,manitowoc,2018,2018/7/27,27,1097
841,7,marathon,2018,2018/7/27,27,1733
215,7,marinette,2018,2018/7/27,27,427
71,7,marquette,2018,2018/7/27,27,114
0,7,menominee,2018,2018/7/27,27,0
5282,7,milwaukee,2018,2018/7/27,27,12309
137,7,monroe,2018,2018/7/27,27,288
180,7,oconto,2018,2018/7/27,27,328
212,7,oneida,2018,2018/7/27,27,600
989,7,outagamie,2018,2018/7/27,27,2088
816,7,ozaukee,2018,2018/7/27,27,1609
2,7,pepin,2018,2018/7/27,27,12
75,7,pierce,2018,2018/7/27,27,220
117,7,polk,2018,2018/7/27,27,266
288,7,portage,2018,2018/7/27,27,607
30,7,price,2018,2018/7/27,27,79
1011,7,racine,2018,2018/7/27,27,2968
18,7,richland,2018,2018/7/27,27,86
769,7,rock,2018,2018/7/27,27,1490
54,7,rusk,2018,2018/7/27,27,108
314,7,st. croix,2018,2018/7/27,27,715
407,7,sauk,2018,2018/7/27,27,718
65,7,sawyer,2018,2018/7/27,27,186
171,7,shawano,2018,2018/7/27,27,309
64,7,adams,2018,2018/7/26,26,124
739,7,sheboygan,2018,2018/7/27,27,1450
55,7,taylor,2018,2018/7/27,27,137
26,7,trempealeau,2018,2018/7/27,27,94
74,7,vernon,2018,2018/7/27,27,192
140,7,vilas,2018,2018/7/27,27,279
394,7,walworth,2018,2018/7/27,27,1308
72,7,washburn,2018,2018/7/27,27,145
742,7,washington,2018,2018/7/27,27,1700
2777,7,waukesha,2018,2018/7/27,27,6225
289,7,waupaca,2018,2018/7/27,27,605
105,7,waushara,2018,2018/7/27,27,231
84,7,ashland,2018,2018/7/26,26,215
80,7,barron,2018,2018/7/26,26,260
29,7,bayfield,2018,2018/7/26,26,75
2003,7,brown,2018,2018/7/26,26,3920
8,7,buffalo,2018,2018/7/26,26,46
36,7,burnett,2018,2018/7/26,26,102
266,7,calumet,2018,2018/7/26,26,496
213,7,chippewa,2018,2018/7/26,26,575
80,7,clark,2018,2018/7/26,26,138
285,7,columbia,2018,2018/7/26,26,518
52,7,crawford,2018,2018/7/26,26,112
3025,7,dane,2018,2018/7/26,26,7599
393,7,dodge,2018,2018/7/26,26,752
1025,7,winnebago,2018,2018/7/27,27,2080
464,7,wood,2018,2018/7/27,27,1001
131,7,door,2018,2018/7/26,26,331
293,7,douglas,2018,2018/7/26,26,772
156,7,dunn,2018,2018/7/26,26,342
504,7,eau claire,2018,2018/7/26,26,1085
13,7,florence,2018,2018/7/26,26,27
571,7,fond du lac,2018,2018/7/26,26,1162
69,7,forest,2018,2018/7/26,26,134
137,7,grant,2018,2018/7/26,26,328
123,7,green,2018,2018/7/26,26,259
88,7,green lake,2018,2018/7/26,26,147
65,7,iowa,2018,2018/7/26,26,227
68,7,iron,2018,2018/7/26,26,118
15,7,jackson,2018,2018/7/26,26,51
253,7,jefferson,2018,2018/7/26,26,597
23,7,juneau,2018,2018/7/26,26,181
1082,7,kenosha,2018,2018/7/26,26,2504
152,7,kewaunee,2018,2018/7/26,26,276
554,7,la crosse,2018,2018/7/26,26,1272
27,7,lafayette,2018,2018/7/26,26,101
68,7,langlade,2018,2018/7/26,26,137
131,7,lincoln,2018,2018/7/26,26,298
595,7,manitowoc,2018,2018/7/26,26,1085
771,7,marathon,2018,2018/7/26,26,1701
200,7,marinette,2018,2018/7/26,26,408
69,7,marquette,2018,2018/7/26,26,114
0,7,menominee,2018,2018/7/26,26,0
5187,7,milwaukee,2018,2018/7/26,26,11609
133,7,monroe,2018,2018/7/26,26,288
176,7,oconto,2018,2018/7/26,26,327
204,7,oneida,2018,2018/7/26,26,593
930,7,outagamie,2018,2018/7/26,26,2053
748,7,ozaukee,2018,2018/7/26,26,1574
0,7,pepin,2018,2018/7/26,26,10
73,7,pierce,2018,2018/7/26,26,218
71,7,polk,2018,2018/7/26,26,268
267,7,portage,2018,2018/7/26,26,594
30,7,price,2018,2018/7/26,26,79
948,7,racine,2018,2018/7/26,26,2949
18,7,richland,2018,2018/7/26,26,85
736,7,rock,2018,2018/7/26,26,1461
53,7,rusk,2018,2018/7/26,26,106
296,7,st. croix,2018,2018/7/26,26,702
383,7,sauk,2018,2018/7/26,26,717
58,7,sawyer,2018,2018/7/26,26,177
158,7,shawano,2018,2018/7/26,26,306
690,7,sheboygan,2018,2018/7/26,26,1424
51,7,taylor,2018,2018/7/26,26,134
26,7,trempealeau,2018,2018/7/26,26,93
70,7,vernon,2018,2018/7/26,26,191
125,7,vilas,2018,2018/7/26,26,265
379,7,walworth,2018,2018/7/26,26,1298
69,7,washburn,2018,2018/7/26,26,140
681,7,washington,2018,2018/7/26,26,1682
2593,7,waukesha,2018,2018/7/26,26,6135
284,7,waupaca,2018,2018/7/26,26,601
97,7,waushara,2018,2018/7/26,26,223
980,7,winnebago,2018,2018/7/26,26,2055
431,7,wood,2018,2018/7/26,26,981
366,10,adams,2016,2016/10/25,25,514
426,10,ashland,2016,2016/10/25,25,589
1135,10,barron,2016,2016/10/25,25,1513
540,10,bayfield,2016,2016/10/25,25,660
16554,10,brown,2016,2016/10/25,25,19571
226,10,buffalo,2016,2016/10/25,25,316
504,10,burnett,2016,2016/10/25,25,668
1778,10,calumet,2016,2016/10/25,25,2168
2365,10,chippewa,2016,2016/10/25,25,2899
344,10,clark,2016,2016/10/25,25,473
2282,10,columbia,2016,2016/10/25,25,2687
308,10,crawford,2016,2016/10/25,25,433
40024,10,dane,2016,2016/10/25,25,47427
2192,10,dodge,2016,2016/10/25,25,2715
1475,10,door,2016,2016/10/25,25,1794
2192,10,douglas,2016,2016/10/25,25,2661
1137,10,dunn,2016,2016/10/25,25,1487
5890,10,eau claire,2016,2016/10/25,25,6689
140,10,florence,2016,2016/10/25,25,188
4060,10,fond du lac,2016,2016/10/25,25,5094
289,10,forest,2016,2016/10/25,25,361
1173,10,grant,2016,2016/10/25,25,1780
781,10,green,2016,2016/10/25,25,989
442,10,green lake,2016,2016/10/25,25,611
993,10,iowa,2016,2016/10/25,25,1175
304,10,iron,2016,2016/10/25,25,414
257,10,jackson,2016,2016/10/25,25,363
3308,10,jefferson,2016,2016/10/25,25,3960
569,10,juneau,2016,2016/10/25,25,764
12042,10,kenosha,2016,2016/10/25,25,13886
447,10,kewaunee,2016,2016/10/25,25,613
7819,10,la crosse,2016,2016/10/25,25,9375
234,10,lafayette,2016,2016/10/25,25,351
476,10,langlade,2016,2016/10/25,25,651
687,10,lincoln,2016,2016/10/25,25,923
3399,10,manitowoc,2016,2016/10/25,25,4128
6788,10,marathon,2016,2016/10/25,25,7900
1478,10,marinette,2016,2016/10/25,25,1853
371,10,marquette,2016,2016/10/25,25,462
44,10,menominee,2016,2016/10/25,25,46
44382,10,milwaukee,2016,2016/10/25,25,53012
1068,10,monroe,2016,2016/10/25,25,1349
1133,10,oconto,2016,2016/10/25,25,1469
1547,10,oneida,2016,2016/10/25,25,2003
12196,10,outagamie,2016,2016/10/25,25,14468
7885,10,ozaukee,2016,2016/10/25,25,9305
98,10,pepin,2016,2016/10/25,25,184
1507,10,pierce,2016,2016/10/25,25,1982
810,10,polk,2016,2016/10/25,25,1133
5164,10,portage,2016,2016/10/25,25,5748
298,10,price,2016,2016/10/25,25,449
11276,10,racine,2016,2016/10/25,25,13287
291,10,richland,2016,2016/10/25,25,396
7266,10,rock,2016,2016/10/25,25,8462
203,10,rusk,2016,2016/10/25,25,315
2075,10,sauk,2016,2016/10/25,25,2808
794,10,sawyer,2016,2016/10/25,25,985
1200,10,shawano,2016,2016/10/25,25,1491
5780,10,sheboygan,2016,2016/10/25,25,6822
3816,10,st. croix,2016,2016/10/25,25,4770
396,10,taylor,2016,2016/10/25,25,571
373,10,trempealeau,2016,2016/10/25,25,536
454,10,vernon,2016,2016/10/25,25,707
1176,10,vilas,2016,2016/10/25,25,1531
4239,10,walworth,2016,2016/10/25,25,5594
499,10,washburn,2016,2016/10/25,25,668
8783,10,washington,2016,2016/10/25,25,10451
23049,10,waukesha,2016,2016/10/25,25,29469
1812,10,waupaca,2016,2016/10/25,25,2240
638,10,waushara,2016,2016/10/25,25,866
10029,10,winnebago,2016,2016/10/25,25,11813
3159,10,wood,2016,2016/10/25,25,3791
720,10,adams,2016,2016/10/28,28,842
554,10,ashland,2016,2016/10/28,28,708
1692,10,barron,2016,2016/10/28,28,2045
666,10,bayfield,2016,2016/10/28,28,825
22064,10,brown,2016,2016/10/28,28,24656
256,10,buffalo,2016,2016/10/28,28,345
599,10,burnett,2016,2016/10/28,28,754
2398,10,calumet,2016,2016/10/28,28,2748
3232,10,chippewa,2016,2016/10/28,28,3724
423,10,clark,2016,2016/10/28,28,549
2970,10,columbia,2016,2016/10/28,28,3350
414,10,crawford,2016,2016/10/28,28,519
55718,10,dane,2016,2016/10/28,28,62301
3094,10,dodge,2016,2016/10/28,28,3595
1888,10,door,2016,2016/10/28,28,2199
2782,10,douglas,2016,2016/10/28,28,3222
1437,10,dunn,2016,2016/10/28,28,1769
7480,10,eau claire,2016,2016/10/28,28,8222
164,10,florence,2016,2016/10/28,28,209
5125,10,fond du lac,2016,2016/10/28,28,6070
351,10,forest,2016,2016/10/28,28,418
1739,10,grant,2016,2016/10/28,28,2283
1363,10,green,2016,2016/10/28,28,1646
587,10,green lake,2016,2016/10/28,28,737
1245,10,iowa,2016,2016/10/28,28,1430
386,10,iron,2016,2016/10/28,28,477
330,10,jackson,2016,2016/10/28,28,448
4618,10,jefferson,2016,2016/10/28,28,5254
772,10,juneau,2016,2016/10/28,28,955
15713,10,kenosha,2016,2016/10/28,28,17186
637,10,kewaunee,2016,2016/10/28,28,791
11637,10,la crosse,2016,2016/10/28,28,12543
337,10,lafayette,2016,2016/10/28,28,428
600,10,langlade,2016,2016/10/28,28,777
902,10,lincoln,2016,2016/10/28,28,1169
4466,10,manitowoc,2016,2016/10/28,28,5107
9016,10,marathon,2016,2016/10/28,28,10084
1980,10,marinette,2016,2016/10/28,28,2276
498,10,marquette,2016,2016/10/28,28,584
77,10,menominee,2016,2016/10/28,28,80
62236,10,milwaukee,2016,2016/10/28,28,69917
1599,10,monroe,2016,2016/10/28,28,1871
1528,10,oconto,2016,2016/10/28,28,1874
2031,10,oneida,2016,2016/10/28,28,2460
16685,10,outagamie,2016,2016/10/28,28,18673
10840,10,ozaukee,2016,2016/10/28,28,12032
117,10,pepin,2016,2016/10/28,28,202
2016,10,pierce,2016,2016/10/28,28,2470
1143,10,polk,2016,2016/10/28,28,1428
6720,10,portage,2016,2016/10/28,28,7261
358,10,price,2016,2016/10/28,28,503
15253,10,racine,2016,2016/10/28,28,17060
402,10,richland,2016,2016/10/28,28,498
9985,10,rock,2016,2016/10/28,28,11030
294,10,rusk,2016,2016/10/28,28,402
3276,10,sauk,2016,2016/10/28,28,3762
1005,10,sawyer,2016,2016/10/28,28,1197
1507,10,shawano,2016,2016/10/28,28,1798
7519,10,sheboygan,2016,2016/10/28,28,8512
5411,10,st. croix,2016,2016/10/28,28,6254
540,10,taylor,2016,2016/10/28,28,689
552,10,trempealeau,2016,2016/10/28,28,685
616,10,vernon,2016,2016/10/28,28,891
1708,10,vilas,2016,2016/10/28,28,2036
6108,10,walworth,2016,2016/10/28,28,7198
617,10,washburn,2016,2016/10/28,28,789
12808,10,washington,2016,2016/10/28,28,14239
40153,10,waukesha,2016,2016/10/28,28,45724
2262,10,waupaca,2016,2016/10/28,28,2647
782,10,waushara,2016,2016/10/28,28,976
13893,10,winnebago,2016,2016/10/28,28,15401
4088,10,wood,2016,2016/10/28,28,4710
791,10,adams,2016,2016/10/31,31,906
655,10,ashland,2016,2016/10/31,31,749
1941,10,barron,2016,2016/10/31,31,2254
728,10,bayfield,2016,2016/10/31,31,877
24608,10,brown,2016,2016/10/31,31,27093
256,10,buffalo,2016,2016/10/31,31,345
648,10,burnett,2016,2016/10/31,31,793
2714,10,calumet,2016,2016/10/31,31,3025
3519,10,chippewa,2016,2016/10/31,31,3999
496,10,clark,2016,2016/10/31,31,617
3368,10,columbia,2016,2016/10/31,31,3728
428,10,crawford,2016,2016/10/31,31,533
69024,10,dane,2016,2016/10/31,31,75057
3474,10,dodge,2016,2016/10/31,31,3920
2223,10,door,2016,2016/10/31,31,2537
3012,10,douglas,2016,2016/10/31,31,3414
1580,10,dunn,2016,2016/10/31,31,1898
8134,10,eau claire,2016,2016/10/31,31,8836
172,10,florence,2016,2016/10/31,31,216
5679,10,fond du lac,2016,2016/10/31,31,6649
361,10,forest,2016,2016/10/31,31,427
1886,10,grant,2016,2016/10/31,31,2426
1545,10,green,2016,2016/10/31,31,1827
641,10,green lake,2016,2016/10/31,31,789
1418,10,iowa,2016,2016/10/31,31,1585
399,10,iron,2016,2016/10/31,31,486
381,10,jackson,2016,2016/10/31,31,494
5122,10,jefferson,2016,2016/10/31,31,5743
815,10,juneau,2016,2016/10/31,31,990
17518,10,kenosha,2016,2016/10/31,31,18992
720,10,kewaunee,2016,2016/10/31,31,868
12891,10,la crosse,2016,2016/10/31,31,13761
370,10,lafayette,2016,2016/10/31,31,452
645,10,langlade,2016,2016/10/31,31,814
957,10,lincoln,2016,2016/10/31,31,1220
5044,10,manitowoc,2016,2016/10/31,31,5609
9922,10,marathon,2016,2016/10/31,31,10955
2128,10,marinette,2016,2016/10/31,31,2417
540,10,marquette,2016,2016/10/31,31,625
88,10,menominee,2016,2016/10/31,31,91
72691,10,milwaukee,2016,2016/10/31,31,79989
1793,10,monroe,2016,2016/10/31,31,2059
1680,10,oconto,2016,2016/10/31,31,1992
2178,10,oneida,2016,2016/10/31,31,2606
19072,10,outagamie,2016,2016/10/31,31,20976
12145,10,ozaukee,2016,2016/10/31,31,13296
153,10,pepin,2016,2016/10/31,31,245
2234,10,pierce,2016,2016/10/31,31,2677
1256,10,polk,2016,2016/10/31,31,1516
7513,10,portage,2016,2016/10/31,31,8029
362,10,price,2016,2016/10/31,31,508
17433,10,racine,2016,2016/10/31,31,19119
414,10,richland,2016,2016/10/31,31,515
11267,10,rock,2016,2016/10/31,31,12275
298,10,rusk,2016,2016/10/31,31,406
3744,10,sauk,2016,2016/10/31,31,4193
1087,10,sawyer,2016,2016/10/31,31,1263
1646,10,shawano,2016,2016/10/31,31,1914
8216,10,sheboygan,2016,2016/10/31,31,9139
5844,10,st. croix,2016,2016/10/31,31,6651
597,10,taylor,2016,2016/10/31,31,736
632,10,trempealeau,2016,2016/10/31,31,760
742,10,vernon,2016,2016/10/31,31,1012
1934,10,vilas,2016,2016/10/31,31,2203
6993,10,walworth,2016,2016/10/31,31,8032
701,10,washburn,2016,2016/10/31,31,850
14282,10,washington,2016,2016/10/31,31,15641
47972,10,waukesha,2016,2016/10/31,31,53189
2587,10,waupaca,2016,2016/10/31,31,2951
831,10,waushara,2016,2016/10/31,31,1020
15771,10,winnebago,2016,2016/10/31,31,17219
4364,10,wood,2016,2016/10/31,31,4938
84,8,adams,2018,2018/8/7,7,145
160,8,ashland,2018,2018/8/7,7,268
195,8,barron,2018,2018/8/7,7,321
77,8,bayfield,2018,2018/8/7,7,114
3125,8,brown,2018,2018/8/7,7,4574
37,8,buffalo,2018,2018/8/7,7,71
77,8,burnett,2018,2018/8/7,7,136
479,8,calumet,2018,2018/8/7,7,678
397,8,chippewa,2018,2018/8/7,7,642
111,8,clark,2018,2018/8/7,7,167
454,8,columbia,2018,2018/8/7,7,650
84,8,crawford,2018,2018/8/7,7,149
9204,8,dane,2018,2018/8/7,7,12851
697,8,dodge,2018,2018/8/7,7,980
335,8,door,2018,2018/8/7,7,510
477,8,douglas,2018,2018/8/7,7,848
267,8,dunn,2018,2018/8/7,7,432
1254,8,eau claire,2018,2018/8/7,7,1712
24,8,florence,2018,2018/8/7,7,38
959,8,fond du lac,2018,2018/8/7,7,1626
122,8,forest,2018,2018/8/7,7,176
246,8,grant,2018,2018/8/7,7,612
214,8,green,2018,2018/8/7,7,361
156,8,green lake,2018,2018/8/7,7,194
206,8,iowa,2018,2018/8/7,7,308
85,8,iron,2018,2018/8/7,7,132
47,8,jackson,2018,2018/8/7,7,83
568,8,jefferson,2018,2018/8/7,7,811
44,8,juneau,2018,2018/8/7,7,198
2141,8,kenosha,2018,2018/8/7,7,3240
208,8,kewaunee,2018,2018/8/7,7,295
1456,8,la crosse,2018,2018/8/7,7,1866
77,8,lafayette,2018,2018/8/7,7,132
115,8,langlade,2018,2018/8/7,7,187
244,8,lincoln,2018,2018/8/7,7,396
903,8,manitowoc,2018,2018/8/7,7,1242
1397,8,marathon,2018,2018/8/7,7,2078
344,8,marinette,2018,2018/8/7,7,507
101,8,marquette,2018,2018/8/7,7,139
0,8,menominee,2018,2018/8/7,7,0
10539,8,milwaukee,2018,2018/8/7,7,15975
240,8,monroe,2018,2018/8/7,7,361
313,8,oconto,2018,2018/8/7,7,419
378,8,oneida,2018,2018/8/7,7,687
1897,8,outagamie,2018,2018/8/7,7,2788
1727,8,ozaukee,2018,2018/8/7,7,2357
6,8,pepin,2018,2018/8/7,7,19
185,8,pierce,2018,2018/8/7,7,347
210,8,polk,2018,2018/8/7,7,350
579,8,portage,2018,2018/8/7,7,832
62,8,price,2018,2018/8/7,7,105
2238,8,racine,2018,2018/8/7,7,3734
52,8,richland,2018,2018/8/7,7,108
1389,8,rock,2018,2018/8/7,7,1974
102,8,rusk,2018,2018/8/7,7,155
529,8,st. croix,2018,2018/8/7,7,889
606,8,sauk,2018,2018/8/7,7,878
124,8,sawyer,2018,2018/8/7,7,231
321,8,shawano,2018,2018/8/7,7,443
1162,8,sheboygan,2018,2018/8/7,7,1806
112,8,taylor,2018,2018/8/7,7,163
