returned,month,county,year,date,day,sent
608,10,kewaunee,2016,2016/10/27,27,763
10478,10,la crosse,2016,2016/10/27,27,11439
299,10,lafayette,2016,2016/10/27,27,388
555,10,langlade,2016,2016/10/27,27,738
804,10,lincoln,2016,2016/10/27,27,1091
465,10,ashland,2016,2016/10/26,26,631
1290,10,barron,2016,2016/10/26,26,1661
599,10,bayfield,2016,2016/10/26,26,715
4082,10,manitowoc,2016,2016/10/27,27,4740
8263,10,marathon,2016,2016/10/27,27,9363
1808,10,marinette,2016,2016/10/27,27,2119
473,10,marquette,2016,2016/10/27,27,557
58,10,menominee,2016,2016/10/27,27,61
55915,10,milwaukee,2016,2016/10/27,27,64042
1426,10,monroe,2016,2016/10/27,27,1706
65,10,adams,2018,2018/10/4,4,179
18275,10,brown,2016,2016/10/26,26,21308
243,10,buffalo,2016,2016/10/26,26,331
532,10,burnett,2016,2016/10/26,26,690
2020,10,calumet,2016,2016/10/26,26,2396
2650,10,chippewa,2016,2016/10/26,26,3194
383,10,clark,2016,2016/10/26,26,507
2503,10,columbia,2016,2016/10/26,26,2910
1435,10,oconto,2016,2016/10/27,27,1792
1852,10,oneida,2016,2016/10/27,27,2300
14938,10,outagamie,2016,2016/10/27,27,17079
9803,10,ozaukee,2016,2016/10/27,27,11077
111,10,pepin,2016,2016/10/27,27,197
1855,10,pierce,2016,2016/10/27,27,2321
1023,10,polk,2016,2016/10/27,27,1316
6208,10,portage,2016,2016/10/27,27,6772
68,10,ashland,2018,2018/10/4,4,197
140,10,barron,2018,2018/10/4,4,474
99,10,bayfield,2018,2018/10/4,4,261
1946,10,brown,2018,2018/10/4,4,5519
31,10,buffalo,2018,2018/10/4,4,104
54,10,burnett,2018,2018/10/4,4,204
217,10,calumet,2018,2018/10/4,4,686
311,10,chippewa,2018,2018/10/4,4,952
48,10,clark,2018,2018/10/4,4,182
365,10,crawford,2016,2016/10/26,26,466
44260,10,dane,2016,2016/10/26,26,51309
2537,10,dodge,2016,2016/10/26,26,3068
1663,10,door,2016,2016/10/26,26,1975
2371,10,douglas,2016,2016/10/26,26,2853
1257,10,dunn,2016,2016/10/26,26,1602
6453,10,eau claire,2016,2016/10/26,26,7223
147,10,florence,2016,2016/10/26,26,195
4427,10,fond du lac,2016,2016/10/26,26,5444
309,10,price,2016,2016/10/27,27,458
13828,10,racine,2016,2016/10/27,27,15714
373,10,richland,2016,2016/10/27,27,472
9050,10,rock,2016,2016/10/27,27,10135
289,10,rusk,2016,2016/10/27,27,395
2901,10,sauk,2016,2016/10/27,27,3399
886,10,sawyer,2016,2016/10/27,27,1076
1371,10,shawano,2016,2016/10/27,27,1655
6848,10,sheboygan,2016,2016/10/27,27,7883
292,10,columbia,2018,2018/10/4,4,789
52,10,crawford,2018,2018/10/4,4,134
3012,10,dane,2018,2018/10/4,4,10633
352,10,dodge,2018,2018/10/4,4,1064
107,10,door,2018,2018/10/4,4,616
408,10,douglas,2018,2018/10/4,4,995
185,10,dunn,2018,2018/10/4,4,482
428,10,eau claire,2018,2018/10/4,4,1498
323,10,forest,2016,2016/10/26,26,392
1418,10,grant,2016,2016/10/26,26,1981
1017,10,green,2016,2016/10/26,26,1221
490,10,green lake,2016,2016/10/26,26,654
1046,10,iowa,2016,2016/10/26,26,1235
326,10,iron,2016,2016/10/26,26,436
277,10,jackson,2016,2016/10/26,26,391
3749,10,jefferson,2016,2016/10/26,26,4424
639,10,juneau,2016,2016/10/26,26,832
4882,10,st. croix,2016,2016/10/27,27,5761
506,10,taylor,2016,2016/10/27,27,665
477,10,trempealeau,2016,2016/10/27,27,622
571,10,vernon,2016,2016/10/27,27,847
1495,10,vilas,2016,2016/10/27,27,1832
5469,10,walworth,2016,2016/10/27,27,6626
554,10,washburn,2016,2016/10/27,27,737
11253,10,washington,2016,2016/10/27,27,12765
34356,10,waukesha,2016,2016/10/27,27,40270
2071,10,waupaca,2016,2016/10/27,27,2478
27,10,florence,2018,2018/10/4,4,56
611,10,fond du lac,2018,2018/10/4,4,1764
59,10,forest,2018,2018/10/4,4,182
114,10,grant,2018,2018/10/4,4,415
102,10,green,2018,2018/10/4,4,353
70,10,green lake,2018,2018/10/4,4,196
54,10,iowa,2018,2018/10/4,4,303
80,10,iron,2018,2018/10/4,4,155
17,10,jackson,2018,2018/10/4,4,104
13335,10,kenosha,2016,2016/10/26,26,15113
533,10,kewaunee,2016,2016/10/26,26,693
9261,10,la crosse,2016,2016/10/26,26,10368
273,10,lafayette,2016,2016/10/26,26,364
519,10,langlade,2016,2016/10/26,26,710
747,10,lincoln,2016,2016/10/26,26,1038
3714,10,manitowoc,2016,2016/10/26,26,4430
7624,10,marathon,2016,2016/10/26,26,8744
1679,10,marinette,2016,2016/10/26,26,1995
714,10,waushara,2016,2016/10/27,27,928
12475,10,winnebago,2016,2016/10/27,27,14115
3784,10,wood,2016,2016/10/27,27,4427
267,10,jefferson,2018,2018/10/4,4,891
40,10,juneau,2018,2018/10/4,4,239
1266,10,kenosha,2018,2018/10/4,4,3598
148,10,kewaunee,2018,2018/10/4,4,344
418,10,la crosse,2018,2018/10/4,4,1776
30,10,lafayette,2018,2018/10/4,4,142
70,10,langlade,2018,2018/10/4,4,230
104,10,lincoln,2018,2018/10/4,4,404
560,10,manitowoc,2018,2018/10/4,4,1428
430,10,marquette,2016,2016/10/26,26,511
52,10,menominee,2016,2016/10/26,26,55
50906,10,milwaukee,2016,2016/10/26,26,59314
1257,10,monroe,2016,2016/10/26,26,1532
1290,10,oconto,2016,2016/10/26,26,1648
1635,10,oneida,2016,2016/10/26,26,2092
13529,10,outagamie,2016,2016/10/26,26,15841
8884,10,ozaukee,2016,2016/10/26,26,10253
111,10,pepin,2016,2016/10/26,26,197
1699,10,pierce,2016,2016/10/26,26,2125
931,10,marathon,2018,2018/10/4,4,2531
256,10,marinette,2018,2018/10/4,4,585
39,10,marquette,2018,2018/10/4,4,154
17,10,menominee,2018,2018/10/4,4,20
6457,10,milwaukee,2018,2018/10/4,4,17711
117,10,monroe,2018,2018/10/4,4,405
188,10,oconto,2018,2018/10/4,4,449
280,10,oneida,2018,2018/10/4,4,914
856,10,outagamie,2018,2018/10/4,4,2929
778,10,ozaukee,2018,2018/10/4,4,2176
16,10,pepin,2018,2018/10/4,4,49
922,10,polk,2016,2016/10/26,26,1219
5721,10,portage,2016,2016/10/26,26,6304
309,10,price,2016,2016/10/26,26,457
12296,10,racine,2016,2016/10/26,26,14345
350,10,richland,2016,2016/10/26,26,448
7987,10,rock,2016,2016/10/26,26,9189
264,10,rusk,2016,2016/10/26,26,364
2633,10,sauk,2016,2016/10/26,26,3149
862,10,sawyer,2016,2016/10/26,26,1057
1298,10,shawano,2016,2016/10/26,26,1588
6369,10,sheboygan,2016,2016/10/26,26,7401
87,10,pierce,2018,2018/10/4,4,420
127,10,polk,2018,2018/10/4,4,405
503,10,portage,2018,2018/10/4,4,1124
51,10,price,2018,2018/10/4,4,158
865,10,racine,2018,2018/10/4,4,3826
10,10,richland,2018,2018/10/4,4,51
534,10,rock,2018,2018/10/4,4,2058
36,10,rusk,2018,2018/10/4,4,130
330,10,st. croix,2018,2018/10/4,4,1141
261,10,sauk,2018,2018/10/4,4,1072
131,10,sawyer,2018,2018/10/4,4,349
128,10,shawano,2018,2018/10/4,4,431
4380,10,st. croix,2016,2016/10/26,26,5286
449,10,taylor,2016,2016/10/26,26,621
441,10,trempealeau,2016,2016/10/26,26,592
522,10,vernon,2016,2016/10/26,26,786
1393,10,vilas,2016,2016/10/26,26,1732
4834,10,walworth,2016,2016/10/26,26,6145
538,10,washburn,2016,2016/10/26,26,725
10060,10,washington,2016,2016/10/26,26,11631
29025,10,waukesha,2016,2016/10/26,26,35321
1954,10,waupaca,2016,2016/10/26,26,2368
676,10,waushara,2016,2016/10/26,26,891
11317,10,winnebago,2016,2016/10/26,26,13095
3496,10,wood,2016,2016/10/26,26,4147
933,10,sheboygan,2018,2018/10/4,4,2233
50,10,taylor,2018,2018/10/4,4,165
11,10,trempealeau,2018,2018/10/4,4,59
35,10,vernon,2018,2018/10/4,4,270
269,10,vilas,2018,2018/10/4,4,624
413,10,walworth,2018,2018/10/4,4,1972
77,10,washburn,2018,2018/10/4,4,246
733,10,washington,2018,2018/10/4,4,2469
2916,10,waukesha,2018,2018/10/4,4,9313
233,10,waupaca,2018,2018/10/4,4,699
79,10,waushara,2018,2018/10/4,4,285
891,10,winnebago,2018,2018/10/4,4,2988
412,10,wood,2018,2018/10/4,4,1205
119,10,adams,2018,2018/10/11,11,225
110,10,ashland,2018,2018/10/11,11,240
258,10,barron,2018,2018/10/11,11,636
189,10,bayfield,2018,2018/10/11,11,361
3046,10,brown,2018,2018/10/11,11,6789
44,10,buffalo,2018,2018/10/11,11,119
113,10,burnett,2018,2018/10/11,11,282
376,10,calumet,2018,2018/10/11,11,941
529,10,chippewa,2018,2018/10/11,11,1183
99,10,clark,2018,2018/10/11,11,225
578,10,columbia,2018,2018/10/11,11,1130
82,10,crawford,2018,2018/10/11,11,181
5317,10,dane,2018,2018/10/11,11,14473
632,10,dodge,2018,2018/10/11,11,1357
338,10,door,2018,2018/10/11,11,785
632,10,douglas,2018,2018/10/11,11,1176
330,10,dunn,2018,2018/10/11,11,651
175,10,adams,2018,2018/10/15,15,278
141,10,ashland,2018,2018/10/15,15,278
623,10,eau claire,2018,2018/10/11,11,2019
40,10,florence,2018,2018/10/11,11,71
1068,10,fond du lac,2018,2018/10/11,11,2195
110,10,forest,2018,2018/10/11,11,212
218,10,grant,2018,2018/10/11,11,546
172,10,green,2018,2018/10/11,11,510
138,10,green lake,2018,2018/10/11,11,288
172,10,iowa,2018,2018/10/11,11,424
114,10,iron,2018,2018/10/11,11,198
38,10,jackson,2018,2018/10/11,11,146
532,10,jefferson,2018,2018/10/11,11,1207
72,10,juneau,2018,2018/10/11,11,302
326,10,barron,2018,2018/10/15,15,710
223,10,bayfield,2018,2018/10/15,15,411
3763,10,brown,2018,2018/10/15,15,7450
58,10,buffalo,2018,2018/10/15,15,148
148,10,burnett,2018,2018/10/15,15,329
484,10,calumet,2018,2018/10/15,15,1029
669,10,chippewa,2018,2018/10/15,15,1351
138,10,clark,2018,2018/10/15,15,241
743,10,columbia,2018,2018/10/15,15,1277
88,10,crawford,2018,2018/10/15,15,186
6841,10,dane,2018,2018/10/15,15,16451
771,10,dodge,2018,2018/10/15,15,1500
435,10,door,2018,2018/10/15,15,873
2507,10,kenosha,2018,2018/10/11,11,4993
202,10,kewaunee,2018,2018/10/11,11,402
686,10,la crosse,2018,2018/10/11,11,2100
60,10,lafayette,2018,2018/10/11,11,180
130,10,langlade,2018,2018/10/11,11,332
198,10,lincoln,2018,2018/10/11,11,490
887,10,manitowoc,2018,2018/10/11,11,1768
1707,10,marathon,2018,2018/10/11,11,3298
369,10,marinette,2018,2018/10/11,11,743
87,10,marquette,2018,2018/10/11,11,220
31,10,menominee,2018,2018/10/11,11,40
796,10,douglas,2018,2018/10/15,15,1336
392,10,dunn,2018,2018/10/15,15,777
753,10,eau claire,2018,2018/10/15,15,2137
51,10,florence,2018,2018/10/15,15,77
1311,10,fond du lac,2018,2018/10/15,15,2416
118,10,forest,2018,2018/10/15,15,219
288,10,grant,2018,2018/10/15,15,629
209,10,green,2018,2018/10/15,15,567
178,10,green lake,2018,2018/10/15,15,330
212,10,iowa,2018,2018/10/15,15,473
132,10,iron,2018,2018/10/15,15,218
49,10,jackson,2018,2018/10/15,15,172
10667,10,milwaukee,2018,2018/10/11,11,22234
213,10,monroe,2018,2018/10/11,11,517
276,10,oconto,2018,2018/10/11,11,598
551,10,oneida,2018,2018/10/11,11,1211
1418,10,outagamie,2018,2018/10/11,11,3635
1324,10,ozaukee,2018,2018/10/11,11,2930
16,10,pepin,2018,2018/10/11,11,53
176,10,pierce,2018,2018/10/11,11,637
242,10,polk,2018,2018/10/11,11,541
956,10,portage,2018,2018/10/11,11,1663
89,10,price,2018,2018/10/11,11,198
1405,10,racine,2018,2018/10/11,11,4467
673,10,jefferson,2018,2018/10/15,15,1354
102,10,juneau,2018,2018/10/15,15,332
3081,10,kenosha,2018,2018/10/15,15,5748
228,10,kewaunee,2018,2018/10/15,15,429
811,10,la crosse,2018,2018/10/15,15,2257
74,10,lafayette,2018,2018/10/15,15,200
179,10,langlade,2018,2018/10/15,15,374
256,10,lincoln,2018,2018/10/15,15,535
1113,10,manitowoc,2018,2018/10/15,15,1978
2095,10,marathon,2018,2018/10/15,15,3664
467,10,marinette,2018,2018/10/15,15,833
28,10,richland,2018,2018/10/11,11,89
1053,10,rock,2018,2018/10/11,11,2723
58,10,rusk,2018,2018/10/11,11,144
672,10,st. croix,2018,2018/10/11,11,1672
426,10,sauk,2018,2018/10/11,11,1305
274,10,sawyer,2018,2018/10/11,11,507
247,10,shawano,2018,2018/10/11,11,515
1600,10,sheboygan,2018,2018/10/11,11,3012
99,10,taylor,2018,2018/10/11,11,227
26,10,trempealeau,2018,2018/10/11,11,129
110,10,vernon,2018,2018/10/11,11,359
496,10,vilas,2018,2018/10/11,11,861
1090,11,adams,2016,2016/11/3,3,1176
108,10,marquette,2018,2018/10/15,15,240
32,10,menominee,2018,2018/10/15,15,44
12863,10,milwaukee,2018,2018/10/15,15,25368
237,10,monroe,2018,2018/10/15,15,564
307,10,oconto,2018,2018/10/15,15,620
687,10,oneida,2018,2018/10/15,15,1342
1815,10,outagamie,2018,2018/10/15,15,4036
1648,10,ozaukee,2018,2018/10/15,15,3476
34,10,pepin,2018,2018/10/15,15,86
236,10,pierce,2018,2018/10/15,15,706
291,10,polk,2018,2018/10/15,15,667
759,10,walworth,2018,2018/10/11,11,2469
177,10,washburn,2018,2018/10/11,11,349
1332,10,washington,2018,2018/10/11,11,3119
4927,10,waukesha,2018,2018/10/11,11,12228
351,10,waupaca,2018,2018/10/11,11,861
177,10,waushara,2018,2018/10/11,11,418
1642,10,winnebago,2018,2018/10/11,11,3891
751,10,wood,2018,2018/10/11,11,1620
814,11,ashland,2016,2016/11/3,3,906
2519,11,barron,2016,2016/11/3,3,2802
930,11,bayfield,2016,2016/11/3,3,1032
32317,11,brown,2016,2016/11/3,3,34247
430,11,buffalo,2016,2016/11/3,3,502
821,11,burnett,2016,2016/11/3,3,919
3886,11,calumet,2016,2016/11/3,3,4123
4889,11,chippewa,2016,2016/11/3,3,5263
652,11,clark,2016,2016/11/3,3,772
4582,11,columbia,2016,2016/11/3,3,4849
630,11,crawford,2016,2016/11/3,3,727
90384,11,dane,2016,2016/11/3,3,95972
1244,10,portage,2018,2018/10/15,15,1984
118,10,price,2018,2018/10/15,15,243
1792,10,racine,2018,2018/10/15,15,4844
39,10,richland,2018,2018/10/15,15,118
1419,10,rock,2018,2018/10/15,15,3044
61,10,rusk,2018,2018/10/15,15,151
861,10,st. croix,2018,2018/10/15,15,1858
505,10,sauk,2018,2018/10/15,15,1379
324,10,sawyer,2018,2018/10/15,15,558
286,10,shawano,2018,2018/10/15,15,558
1906,10,sheboygan,2018,2018/10/15,15,3270
140,10,taylor,2018,2018/10/15,15,280
99,10,adams,2018,2018/10/10,10,209
107,10,ashland,2018,2018/10/10,10,232
4843,11,dodge,2016,2016/11/3,3,5156
2979,11,door,2016,2016/11/3,3,3286
3808,11,douglas,2016,2016/11/3,3,4112
2071,11,dunn,2016,2016/11/3,3,2347
10533,11,eau claire,2016,2016/11/3,3,11090
219,11,florence,2016,2016/11/3,3,255
7460,11,fond du lac,2016,2016/11/3,3,8319
424,11,forest,2016,2016/11/3,3,466
2658,11,grant,2016,2016/11/3,3,2915
2235,11,green,2016,2016/11/3,3,2482
875,11,green lake,2016,2016/11/3,3,994
1913,11,iowa,2016,2016/11/3,3,2026
39,10,trempealeau,2018,2018/10/15,15,208
139,10,vernon,2018,2018/10/15,15,399
672,10,vilas,2018,2018/10/15,15,1034
987,10,walworth,2018,2018/10/15,15,2689
207,10,washburn,2018,2018/10/15,15,397
1654,10,washington,2018,2018/10/15,15,3432
6269,10,waukesha,2018,2018/10/15,15,13695
438,10,waupaca,2018,2018/10/15,15,950
214,10,waushara,2018,2018/10/15,15,469
2108,10,winnebago,2018,2018/10/15,15,4338
933,10,wood,2018,2018/10/15,15,1763
235,10,barron,2018,2018/10/10,10,591
165,10,bayfield,2018,2018/10/10,10,324
2803,10,brown,2018,2018/10/10,10,6445
44,10,buffalo,2018,2018/10/10,10,119
94,10,burnett,2018,2018/10/10,10,251
349,10,calumet,2018,2018/10/10,10,877
490,10,chippewa,2018,2018/10/10,10,1140
86,10,clark,2018,2018/10/10,10,219
512,10,columbia,2018,2018/10/10,10,1054
67,10,crawford,2018,2018/10/10,10,155
4642,10,dane,2018,2018/10/10,10,13696
568,10,dodge,2018,2018/10/10,10,1269
493,11,iron,2016,2016/11/3,3,554
541,11,jackson,2016,2016/11/3,3,631
7140,11,jefferson,2016,2016/11/3,3,7673
1114,11,juneau,2016,2016/11/3,3,1262
22574,11,kenosha,2016,2016/11/3,3,23597
1010,11,kewaunee,2016,2016/11/3,3,1122
17049,11,la crosse,2016,2016/11/3,3,17724
465,11,lafayette,2016,2016/11/3,3,529
884,11,langlade,2016,2016/11/3,3,1032
1293,11,lincoln,2016,2016/11/3,3,1546
6560,11,manitowoc,2016,2016/11/3,3,6949
299,10,door,2018,2018/10/10,10,732
606,10,douglas,2018,2018/10/10,10,1148
299,10,dunn,2018,2018/10/10,10,612
598,10,eau claire,2018,2018/10/10,10,1856
37,10,florence,2018,2018/10/10,10,70
991,10,fond du lac,2018,2018/10/10,10,2102
105,10,forest,2018,2018/10/10,10,210
188,10,grant,2018,2018/10/10,10,525
153,10,green,2018,2018/10/10,10,480
112,10,green lake,2018,2018/10/10,10,263
12939,11,marathon,2016,2016/11/3,3,13761
2652,11,marinette,2016,2016/11/3,3,2884
684,11,marquette,2016,2016/11/3,3,759
122,11,menominee,2016,2016/11/3,3,125
97240,11,milwaukee,2016,2016/11/3,3,102949
2422,11,monroe,2016,2016/11/3,3,2629
2066,11,oconto,2016,2016/11/3,3,2317
2718,11,oneida,2016,2016/11/3,3,3063
26414,11,outagamie,2016,2016/11/3,3,27803
16281,11,ozaukee,2016,2016/11/3,3,17170
197,11,pepin,2016,2016/11/3,3,289
2971,11,pierce,2016,2016/11/3,3,3333
159,10,iowa,2018,2018/10/10,10,400
107,10,iron,2018,2018/10/10,10,192
34,10,jackson,2018,2018/10/10,10,130
474,10,jefferson,2018,2018/10/10,10,1134
66,10,juneau,2018,2018/10/10,10,285
2297,10,kenosha,2018,2018/10/10,10,4652
190,10,kewaunee,2018,2018/10/10,10,390
663,10,la crosse,2018,2018/10/10,10,2055
59,10,lafayette,2018,2018/10/10,10,179
112,10,langlade,2018,2018/10/10,10,311
186,10,lincoln,2018,2018/10/10,10,478
838,10,manitowoc,2018,2018/10/10,10,1705
1637,11,polk,2016,2016/11/3,3,1857
9610,11,portage,2016,2016/11/3,3,10023
592,11,price,2016,2016/11/3,3,712
24229,11,racine,2016,2016/11/3,3,25534
603,11,richland,2016,2016/11/3,3,692
15079,11,rock,2016,2016/11/3,3,15835
368,11,rusk,2016,2016/11/3,3,488
4812,11,sauk,2016,2016/11/3,3,5169
1323,11,sawyer,2016,2016/11/3,3,1464
1559,10,marathon,2018,2018/10/10,10,3102
337,10,marinette,2018,2018/10/10,10,709
80,10,marquette,2018,2018/10/10,10,198
30,10,menominee,2018,2018/10/10,10,37
10045,10,milwaukee,2018,2018/10/10,10,21191
179,10,monroe,2018,2018/10/10,10,476
251,10,oconto,2018,2018/10/10,10,555
512,10,oneida,2018,2018/10/10,10,1160
1354,10,outagamie,2018,2018/10/10,10,3446
1220,10,ozaukee,2018,2018/10/10,10,2759
16,10,pepin,2018,2018/10/10,10,53
2171,11,shawano,2016,2016/11/3,3,2378
10819,11,sheboygan,2016,2016/11/3,3,11524
8198,11,st. croix,2016,2016/11/3,3,8907
784,11,taylor,2016,2016/11/3,3,910
860,11,trempealeau,2016,2016/11/3,3,982
1055,11,vernon,2016,2016/11/3,3,1272
2143,11,vilas,2016,2016/11/3,3,2372
9516,11,walworth,2016,2016/11/3,3,10321
874,11,washburn,2016,2016/11/3,3,977
19626,11,washington,2016,2016/11/3,3,20600
68094,11,waukesha,2016,2016/11/3,3,72089
156,10,pierce,2018,2018/10/10,10,580
227,10,polk,2018,2018/10/10,10,521
840,10,portage,2018,2018/10/10,10,1534
85,10,price,2018,2018/10/10,10,192
1343,10,racine,2018,2018/10/10,10,4343
21,10,richland,2018,2018/10/10,10,71
957,10,rock,2018,2018/10/10,10,2588
56,10,rusk,2018,2018/10/10,10,142
587,10,st. croix,2018,2018/10/10,10,1549
387,10,sauk,2018,2018/10/10,10,1257
239,10,sawyer,2018,2018/10/10,10,458
209,10,shawano,2018,2018/10/10,10,496
3221,11,waupaca,2016,2016/11/3,3,3523
989,11,waushara,2016,2016/11/3,3,1163
21288,11,winnebago,2016,2016/11/3,3,22412
5790,11,wood,2016,2016/11/3,3,6207
1487,10,sheboygan,2018,2018/10/10,10,2856
85,10,taylor,2018,2018/10/10,10,207
22,10,trempealeau,2018,2018/10/10,10,101
79,10,vernon,2018,2018/10/10,10,332
458,10,vilas,2018,2018/10/10,10,819
706,10,walworth,2018,2018/10/10,10,2397
149,10,washburn,2018,2018/10/10,10,319
1213,10,washington,2018,2018/10/10,10,2979
4545,10,waukesha,2018,2018/10/10,10,11565
314,10,waupaca,2018,2018/10/10,10,801
305,10,adams,2018,2018/10/19,19,435
262,10,ashland,2018,2018/10/19,19,394
527,10,barron,2018,2018/10/19,19,924
146,10,waushara,2018,2018/10/10,10,371
1451,10,winnebago,2018,2018/10/10,10,3685
721,10,wood,2018,2018/10/10,10,1571
333,10,bayfield,2018,2018/10/19,19,534
6841,10,brown,2018,2018/10/19,19,10491
123,10,buffalo,2018,2018/10/19,19,211
289,10,burnett,2018,2018/10/19,19,471
964,10,calumet,2018,2018/10/19,19,1519
1289,10,chippewa,2018,2018/10/19,19,1880
172,10,clark,2018,2018/10/19,19,287
1203,10,columbia,2018,2018/10/19,19,1765
123,10,crawford,2018,2018/10/19,19,250
17738,10,dane,2018,2018/10/19,19,27850
1225,10,dodge,2018,2018/10/19,19,1999
716,10,door,2018,2018/10/19,19,1214
1115,10,douglas,2018,2018/10/19,19,1644
573,10,dunn,2018,2018/10/19,19,1020
2346,10,eau claire,2018,2018/10/19,19,3618
75,10,florence,2018,2018/10/19,19,144
1990,10,fond du lac,2018,2018/10/19,19,3157
101,10,forest,2018,2018/10/19,19,254
538,10,grant,2018,2018/10/19,19,1089
428,10,green,2018,2018/10/19,19,759
266,10,green lake,2018,2018/10/19,19,450
396,10,iowa,2018,2018/10/19,19,646
25,9,adams,2018,2018/9/27,27,130
15,9,ashland,2018,2018/9/27,27,151
52,9,barron,2018,2018/9/27,27,359
30,9,bayfield,2018,2018/9/27,27,193
194,10,iron,2018,2018/10/19,19,263
75,10,jackson,2018,2018/10/19,19,237
1206,10,jefferson,2018,2018/10/19,19,1956
191,10,juneau,2018,2018/10/19,19,438
5085,10,kenosha,2018,2018/10/19,19,7733
345,10,kewaunee,2018,2018/10/19,19,548
2488,10,la crosse,2018,2018/10/19,19,4379
184,10,lafayette,2018,2018/10/19,19,277
235,10,langlade,2018,2018/10/19,19,472
394,10,lincoln,2018,2018/10/19,19,663
764,9,brown,2018,2018/9/27,27,4846
10,9,buffalo,2018,2018/9/27,27,82
16,9,burnett,2018,2018/9/27,27,88
48,9,calumet,2018,2018/9/27,27,583
107,9,chippewa,2018,2018/9/27,27,812
8,9,clark,2018,2018/9/27,27,149
126,9,columbia,2018,2018/9/27,27,640
28,9,crawford,2018,2018/9/27,27,119
1065,9,dane,2018,2018/9/27,27,8943
135,9,dodge,2018,2018/9/27,27,898
17,9,door,2018,2018/9/27,27,532
145,9,douglas,2018,2018/9/27,27,897
96,9,dunn,2018,2018/9/27,27,398
1734,10,manitowoc,2018,2018/10/19,19,2517
3249,10,marathon,2018,2018/10/19,19,4803
731,10,marinette,2018,2018/10/19,19,1114
195,10,marquette,2018,2018/10/19,19,329
45,10,menominee,2018,2018/10/19,19,65
20051,10,milwaukee,2018,2018/10/19,19,32610
417,10,monroe,2018,2018/10/19,19,710
533,10,oconto,2018,2018/10/19,19,840
951,10,oneida,2018,2018/10/19,19,1625
3211,10,outagamie,2018,2018/10/19,19,5612
181,9,eau claire,2018,2018/9/27,27,1304
15,9,florence,2018,2018/9/27,27,48
226,9,fond du lac,2018,2018/9/27,27,1424
28,9,forest,2018,2018/9/27,27,161
52,9,grant,2018,2018/9/27,27,359
18,9,green,2018,2018/9/27,27,289
46,9,green lake,2018,2018/9/27,27,166
14,9,iowa,2018,2018/9/27,27,269
36,9,iron,2018,2018/9/27,27,113
2,9,jackson,2018,2018/9/27,27,56
117,9,jefferson,2018,2018/9/27,27,683
12,9,juneau,2018,2018/9/27,27,206
138,9,kenosha,2018,2018/9/27,27,2782
3860,10,ozaukee,2018,2018/10/19,19,5762
52,10,pepin,2018,2018/10/19,19,121
438,10,pierce,2018,2018/10/19,19,916
459,10,polk,2018,2018/10/19,19,847
2066,10,portage,2018,2018/10/19,19,2912
177,10,price,2018,2018/10/19,19,320
3059,10,racine,2018,2018/10/19,19,6115
69,10,richland,2018,2018/10/19,19,164
2635,10,rock,2018,2018/10/19,19,4378
124,10,rusk,2018,2018/10/19,19,231
1788,10,st. croix,2018,2018/10/19,19,2918
1019,10,sauk,2018,2018/10/19,19,1814
73,9,kewaunee,2018,2018/9/27,27,312
136,9,la crosse,2018,2018/9/27,27,1596
14,9,lafayette,2018,2018/9/27,27,103
32,9,langlade,2018,2018/9/27,27,170
23,9,lincoln,2018,2018/9/27,27,292
240,9,manitowoc,2018,2018/9/27,27,1192
378,9,marathon,2018,2018/9/27,27,2140
113,9,marinette,2018,2018/9/27,27,498
11,9,marquette,2018,2018/9/27,27,110
5,9,menominee,2018,2018/9/27,27,7
1252,9,milwaukee,2018,2018/9/27,27,14889
1025,11,adams,2016,2016/11/2,2,1110
478,10,sawyer,2018,2018/10/19,19,723
386,10,shawano,2018,2018/10/19,19,734
2911,10,sheboygan,2018,2018/10/19,19,4266
201,10,taylor,2018,2018/10/19,19,370
158,10,trempealeau,2018,2018/10/19,19,335
263,10,vernon,2018,2018/10/19,19,530
901,10,vilas,2018,2018/10/19,19,1247
2130,10,walworth,2018,2018/10/19,19,3806
315,10,washburn,2018,2018/10/19,19,536
2847,10,washington,2018,2018/10/19,19,4808
10791,10,waukesha,2018,2018/10/19,19,18938
800,10,waupaca,2018,2018/10/19,19,1347
36,9,monroe,2018,2018/9/27,27,321
109,9,oconto,2018,2018/9/27,27,386
80,9,oneida,2018,2018/9/27,27,757
291,9,outagamie,2018,2018/9/27,27,2362
268,9,ozaukee,2018,2018/9/27,27,1786
6,9,pepin,2018,2018/9/27,27,22
25,9,pierce,2018,2018/9/27,27,269
54,9,polk,2018,2018/9/27,27,269
138,9,portage,2018,2018/9/27,27,824
17,9,price,2018,2018/9/27,27,132
138,9,racine,2018,2018/9/27,27,3445
53,10,adams,2018,2018/10/2,2,175
743,11,ashland,2016,2016/11/2,2,837
2356,11,barron,2016,2016/11/2,2,2648
900,11,bayfield,2016,2016/11/2,2,1004
29672,11,brown,2016,2016/11/2,2,31710
364,11,buffalo,2016,2016/11/2,2,448
754,11,burnett,2016,2016/11/2,2,872
3509,11,calumet,2016,2016/11/2,2,3769
4453,11,chippewa,2016,2016/11/2,2,4849
580,11,clark,2016,2016/11/2,2,703
4118,11,columbia,2016,2016/11/2,2,4415
552,11,crawford,2016,2016/11/2,2,662
83446,11,dane,2016,2016/11/2,2,89092
4275,11,dodge,2016,2016/11/2,2,4640
326,10,waushara,2018,2018/10/19,19,588
